"Sample","Group","Proliferation_Score","Metabolic_Score"
"SRR1027171","TNBC",0.779780884838219,0.0462754928662762
"SRR1027173","TNBC",-0.156126376776561,0.028504015858727
"SRR1027174","TNBC",0.71325190923527,-0.59886769114519
"SRR1027175","TNBC",0.0479127452979182,-0.336647611164548
"SRR1027176","TNBC",1.38435885006742,-0.217901505521993
"SRR1027188","Normal",-0.87188934470329,0.111340025729032
"SRR1027189","Normal",-0.824785745564519,0.322971874777605
"SRR1027190","Normal",-1.07250292239446,0.64432539860009
