"ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0045931","positive regulation of mitotic cell cycle","24/1387","117/18632",0.205128205128205,2.75555062577413,5.4021811695129,4.51170236101302e-06,0.000183989423112531,0.000183989423112531,"MTBP/CDK1/PLK1/DTL/CCNE1/CCNB1/CDC6/AURKA/FBXO5/CDC25C/UBE2C/BIRC5/RCC2/CDC20/STIL/CCNE2/RRM2/SKA3/ESPL1/CDC7/CDC25A/SKA1/DLGAP5/APP",24
"GO:1902750","negative regulation of cell cycle G2/M phase transition","18/1387","74/18632",0.243243243243243,3.26756172177946,5.54286250767931,5.7860641160407e-06,0.000234055625855324,0.000234055625855324,"DBF4/RAD21/CDK1/PLK1/DTL/CHEK1/AURKB/CDC6/TOPBP1/BLM/RFPL1/CLSPN/PKMYT1/BARD1/TICRR/CDC7/ORC1/BRSK1",18
"GO:0007127","meiosis I","23/1387","111/18632",0.207207207207207,2.78347850373806,5.34468195439234,5.93323067878998e-06,0.000238088680678484,0.000238088680678484,"MOV10L1/RAD21/HSF2BP/SGO2/NDC80/RAD51/PTTG1/MYBL1/RAD54B/SGO1/CCNA1/BRIP1/MND1/ZWINT/MEIKIN/BRCA2/RMI1/TRIP13/RAD51AP1/TEX11/KNL1/RAD54L/TOP2A",23
"GO:0031297","replication fork processing","16/1387","61/18632",0.262295081967213,3.52349096410462,5.59852653049405,6.68392106802241e-06,0.000266083714898416,0.000266083714898416,"PARP1/RAD51/TRAIP/FAM111B/GEN1/ZNF365/MMS22L/POLQ/BLM/DNA2/BARD1/TIMELESS/BRCA2/EXO1/RFWD3/TONSL",16
"GO:0000727","double-strand break repair via break-induced replication","7/1387","12/18632",0.583333333333333,7.83609709204518,6.7179028817489,7.08135880408479e-06,0.000278114835736034,0.000278114835736034,"MCM6/GINS2/MCM4/CDC7/CDC45/GINS4/MCM2",7
"GO:0008544","epidermis development","43/1387","285/18632",0.150877192982456,2.02677999974702,4.95384044140705,7.09702930107903e-06,0.000278114835736034,0.000278114835736034,"IVL/GRHL2/GRHL1/ABCA12/GAL/HPSE/SPRR3/PLOD1/TGFB2/SPINT1/WNT5A/KRT86/KRT16/ETV4/HOXB13/CYP27B1/TMEM79/DSP/KRT6A/SPRR1B/LIPK/ST14/ESRP1/ALOXE3/CLDN1/LSR/SOX9/CASP14/POU2F3/DLX3/PKP3/TGM3/KRT75/INHBA/VDR/CDH3/PLS1/MACROH2A2/EVPL/CDSN/S100A7/KRT81/OPN3",43
"GO:0051216","cartilage development","26/1387","136/18632",0.191176470588235,2.56813266041817,5.20520765894516,7.16080810848245e-06,0.000278438864125178,0.000278438864125178,"GREM1/LOXL2/SULF1/ADAMTS7/ITGB8/RUNX2/WNT5A/SCX/HMGA2/BMP7/MBOAT2/CHRDL2/EPYC/RUNX1/COL3A1/HOXA11/SOX9/WNT7B/MDK/CHI3L1/CCN4/TRPS1/AGRN/NKX3-2/BMP8A/TRPV4",26
"GO:0032963","collagen metabolic process","22/1387","105/18632",0.20952380952381,2.81459813918358,5.28807095761063,7.78014099831037e-06,0.000300193748057883,0.000300193748057883,"SERPINB7/PLOD1/COL5A1/MMP14/SCX/HIF1A/MMP11/COL1A1/RUNX1/ITGA2/MMP9/MMP10/SUCO/MMP3/P3H1/MMP12/INHBA/MMP13/MMP8/MMP1/FAP/ADAMTS14",22
"GO:0061844","antimicrobial humoral immune response mediated by antimicrobial peptide","26/1387","139/18632",0.18705035971223,2.51270533681202,5.07671482593247,1.07846640824677e-05,0.000412945610974487,0.000412945610974487,"CXCL10/H2BC7/H2BC12L/H2BC18/CXCL11/H2BC26/KRT6A/H2BC9/CXCL8/H2BC12/H2BC6/S100A9/H2BC17/CCL11/CAMP/GAPDH/H2BC4/H2BC21/BPI/CCL20/PGLYRP4/H2BC8/S100A7/APP/H2BC11/H2BC5",26
"GO:0090266","regulation of mitotic cell cycle spindle assembly checkpoint","11/1387","32/18632",0.34375,4.61770007209805,5.80865776846487,1.11747731544925e-05,0.000421448587540859,0.000421448587540859,"CDCA8/NDC80/CCNB1/AURKB/GEN1/BIRC5/SKA3/MAD2L1/SKA1/KNL1/INCENP",11
"GO:1903504","regulation of mitotic spindle checkpoint","11/1387","32/18632",0.34375,4.61770007209805,5.80865776846487,1.11747731544925e-05,0.000421448587540859,0.000421448587540859,"CDCA8/NDC80/CCNB1/AURKB/GEN1/BIRC5/SKA3/MAD2L1/SKA1/KNL1/INCENP",11
"GO:0035987","endodermal cell differentiation","13/1387","44/18632",0.295454545454545,3.96893229337353,5.59158606699909,1.19104339699186e-05,0.00044584131935158,0.000445841319351581,"COL5A1/MMP14/HMGA2/DKK1/FN1/MMP9/COL5A2/COL11A1/ITGA4/INHBA/COL12A1/MMP8/ITGAV",13
"GO:0051445","regulation of meiotic cell cycle","15/1387","57/18632",0.263157894736842,3.5350813949076,5.43612755609505,1.23601365668511e-05,0.000459247740883891,0.000459247740883891,"FBXO43/STRA8/ASPM/FBXO5/CDC25C/MAPK15/TTK/CDC20/RAD1/PKMYT1/ZWINT/TRIP13/RAD51AP1/CDC25A/KNL1",15
