ID,Description,GeneRatio,BgRatio,RichFactor,FoldEnrichment,zScore,pvalue,p.adjust,qvalue,geneID,Count
GO:0044839,cell cycle G2/M phase transition,33/1387,142/16154,0.232394366,2.706632005,6.260081064,9.50E-08,5.92E-06,5.92E-06,PKMYT1/CDK1/RFPL1/CDC25A/CDC25C/BRSK1/BIRC5/FOXM1/CDC6/BARD1/RCC2/CHEK1/NDC80/CLSPN/BLM/DBF4/MELK/CCNB1/TOPBP1/RAD21/KIF14/FBXO5/CDC7/PLK1/ORC1/DTL/TICRR/CENPF/AURKA/AURKB/ATAD5/CCNA2/NEK2,33
GO:1902969,mitotic DNA replication,10/1387,16/16154,0.625,7.279199712,7.701195024,1.04E-07,6.43E-06,6.43E-06,RAD51/MCM2/GINS1/CDC45/TK1/BRCA2/MCM4/LIG1/CDT1/MCM6,10
GO:0007051,spindle organization,40/1387,192/16154,0.208333333,2.426399904,6.093501911,1.08E-07,6.58E-06,6.58E-06,CENPH/WDR62/KIF23/BIRC5/CDCA8/PRC1/KNSTRN/UHRF1/SKA1/TACC3/NEK6/ASPM/NDC80/RCC1/PSRC1/CENPE/EZR/SPAST/CCNB1/KIF11/MAPK15/TTK/NUF2/RACGAP1/PLK1/FSD1/SKA3/KIF4A/DLGAP5/SPAG5/TPX2/STMN1/AURKA/SPC25/AURKB/NEK2/INCENP/KIF15/KIFC1/STIL,40
GO:0051256,mitotic spindle midzone assembly,8/1387,10/16154,0.8,9.317375631,8.063051446,1.11E-07,6.70E-06,6.70E-06,KIF23/BIRC5/CDCA8/PRC1/RACGAP1/KIF4A/AURKB/INCENP,8
GO:0045814,"negative regulation of gene expression, epigenetic",45/1387,230/16154,0.195652174,2.278705997,5.985869233,1.25E-07,7.42E-06,7.42E-06,H3C8/CENPA/MOV10L1/H3C6/CBX2/H2AC13/LMNB2/UHRF1/CBX3/CDKN2B-AS1/H3C10/H2AC17/BEND3/H2AC8/WT1/H2AZ1/CHEK1/H3C4/EZH2/H2AC20/DNMT3A/LMNB1/SUV39H2/H2AC11/MACROH2A2/H1-2/MAEL/SPOCD1/H2AC15/H2AC19/BMI1/H3C14/MIS18A/LHX2/HELLS/H3C2/H2AC25/TFAP2C/SMARCA4/H2AC7/H2AC18/HMGA2/H3C15/H2AC6/OIP5,45
GO:0044771,meiotic cell cycle phase transition,9/1387,13/16154,0.692307692,8.063113527,7.807667928,1.29E-07,7.55E-06,7.55E-06,PKMYT1/CDC25A/CDC25C/NDC80/MAPK15/TTK/ZWINT/KNL1/CDC20,9
GO:0061982,meiosis I cell cycle process,28/1387,111/16154,0.252252252,2.937911235,6.278722193,1.42E-07,8.24E-06,8.24E-06,PKMYT1/MOV10L1/RAD51/SGO1/CDC25A/CDC25C/HSF2BP/NDC80/RAD21/MAPK15/BRIP1/RAD51AP1/RAD54B/TEX11/TOP2A/SGO2/BRCA2/CCNA1/MND1/ZWINT/KNL1/TRIP13/MEIKIN/MYBL1/CDC20/RAD54L/RMI1/PTTG1,28
GO:0031507,heterochromatin formation,41/1387,202/16154,0.202970297,2.363938124,5.978351866,1.60E-07,9.15E-06,9.15E-06,H3C8/CENPA/MOV10L1/H3C6/CBX2/H2AC13/LMNB2/UHRF1/CBX3/CDKN2B-AS1/H3C10/H2AC17/BEND3/H2AC8/H2AZ1/H3C4/EZH2/H2AC20/DNMT3A/LMNB1/SUV39H2/H2AC11/MACROH2A2/H1-2/MAEL/SPOCD1/H2AC15/H2AC19/BMI1/H3C14/MIS18A/HELLS/H3C2/H2AC25/SMARCA4/H2AC7/H2AC18/HMGA2/H3C15/H2AC6/OIP5,41
GO:0030198,extracellular matrix organization,49/1387,263/16154,0.186311787,2.169921131,5.862428179,1.70E-07,9.63E-06,9.63E-06,COL5A1/MMP9/COL8A2/MMP10/PLAUR/MMP8/SULF1/ZNF469/MMP14/COL24A1/COL22A1/SPINT1/APLP1/WT1/MMP11/P4HA1/TGFB2/MATN3/ITGA2/ADAMTS6/PLAU/COL1A1/NOXO1/MMP13/COL10A1/RUNX1/MMP3/POSTN/MMP1/COL3A1/LOXL2/FGFR4/APP/MMP12/COL13A1/SCX/COL12A1/ADAMTS14/HPSE/COL5A2/ADAM8/GREM1/ADAMTS7/FAP/COL11A1/CTSV/FSCN1/IBSP/PLOD1,49
GO:1902749,regulation of cell cycle G2/M phase transition,27/1387,106/16154,0.254716981,2.966617241,6.225597035,1.91E-07,1.06E-05,1.06E-05,PKMYT1/CDK1/RFPL1/CDC25A/CDC25C/BRSK1/CDC6/BARD1/RCC2/CHEK1/CLSPN/BLM/DBF4/CCNB1/TOPBP1/RAD21/KIF14/FBXO5/CDC7/PLK1/ORC1/DTL/TICRR/CENPF/AURKA/AURKB/ATAD5,27
GO:0043062,extracellular structure organization,49/1387,264/16154,0.185606061,2.161701733,5.832481118,1.92E-07,1.06E-05,1.06E-05,COL5A1/MMP9/COL8A2/MMP10/PLAUR/MMP8/SULF1/ZNF469/MMP14/COL24A1/COL22A1/SPINT1/APLP1/WT1/MMP11/P4HA1/TGFB2/MATN3/ITGA2/ADAMTS6/PLAU/COL1A1/NOXO1/MMP13/COL10A1/RUNX1/MMP3/POSTN/MMP1/COL3A1/LOXL2/FGFR4/APP/MMP12/COL13A1/SCX/COL12A1/ADAMTS14/HPSE/COL5A2/ADAM8/GREM1/ADAMTS7/FAP/COL11A1/CTSV/FSCN1/IBSP/PLOD1,49
GO:0045229,external encapsulating structure organization,49/1387,265/16154,0.18490566,2.153544368,5.802666984,2.16E-07,1.18E-05,1.18E-05,COL5A1/MMP9/COL8A2/MMP10/PLAUR/MMP8/SULF1/ZNF469/MMP14/COL24A1/COL22A1/SPINT1/APLP1/WT1/MMP11/P4HA1/TGFB2/MATN3/ITGA2/ADAMTS6/PLAU/COL1A1/NOXO1/MMP13/COL10A1/RUNX1/MMP3/POSTN/MMP1/COL3A1/LOXL2/FGFR4/APP/MMP12/COL13A1/SCX/COL12A1/ADAMTS14/HPSE/COL5A2/ADAM8/GREM1/ADAMTS7/FAP/COL11A1/CTSV/FSCN1/IBSP/PLOD1,49
GO:0000724,double-strand break repair via homologous recombination,38/1387,185/16154,0.205405405,2.392299148,5.837115017,3.27E-07,1.77E-05,1.77E-05,PARP1/TONSL/RAD51/XRCC2/RECQL4/MCM2/UHRF1/FEN1/ZNF365/CHEK1/TIMELESS/BLM/POLQ/FANCB/RFWD3/CDC45/FIGNL1/MMS22L/TOPBP1/RAD21/PARPBP/RAD51AP1/RAD54B/CDC7/PLK1/BRCA2/RMI2/MCM4/GINS2/HELLS/GEN1/MCM8/ACTR2/RUVBL1/RAD54L/RMI1/GINS4/MCM6,38
GO:0031570,DNA integrity checkpoint signaling,29/1387,122/16154,0.237704918,2.768482513,6.009045919,3.37E-07,1.81E-05,1.81E-05,RAD51/CDK1/BRSK1/CDC6/BARD1/DNA2/RFC4/CHEK1/TIMELESS/CLSPN/BLM/DBF4/RFWD3/CDC45/TOPBP1/BRIP1/E2F1/CDC7/PLK1/BRCA2/RAD1/INTS7/ORC1/DTL/TICRR/CDT1/PRKDC/TIPRL/RFC3,29
GO:0000022,mitotic spindle elongation,8/1387,11/16154,0.727272727,8.470341483,7.595622346,3.78E-07,2.00E-05,2.00E-05,KIF23/BIRC5/CDCA8/PRC1/RACGAP1/KIF4A/AURKB/INCENP,8
GO:0007080,mitotic metaphase chromosome alignment,20/1387,67/16154,0.298507463,3.476632698,6.225584935,4.72E-07,2.45E-05,2.45E-05,SPDL1/CENPA/KIF18A/CDK1/BIRC5/CDCA8/SKA1/KIF2C/NDC80/PSRC1/CENPE/CCNB1/TTK/KIF14/NUF2/SKA3/CDT1/AURKB/INCENP/KIFC1,20
GO:0051315,attachment of mitotic spindle microtubules to kinetochore,12/1387,26/16154,0.461538462,5.375409018,6.842798694,4.73E-07,2.45E-05,2.45E-05,CDK1/BIRC5/CDCA8/SKA1/KIF2C/NDC80/CENPE/NUF2/SKA3/CDT1/AURKB/INCENP,12
GO:1901970,positive regulation of mitotic sister chromatid separation,11/1387,22/16154,0.5,5.823359769,6.938020521,5.21E-07,2.67E-05,2.67E-05,BIRC5/CDCA8/SKA1/PLK1/SKA3/UBE2C/DLGAP5/AURKB/ESPL1/CDC20/INCENP,11
GO:0061844,antimicrobial humoral immune response mediated by antimicrobial peptide,26/1387,105/16154,0.247619048,2.8839496,5.935518062,5.81E-07,2.95E-05,2.95E-05,GAPDH/H2BC6/H2BC26/H2BC7/CXCL8/H2BC9/H2BC11/CCL11/CCL20/CXCL10/H2BC21/PGLYRP4/KRT6A/S100A9/H2BC12L/H2BC18/H2BC5/CXCL11/APP/H2BC17/BPI/H2BC4/CAMP/H2BC8/S100A7/H2BC12,26
GO:1901992,positive regulation of mitotic cell cycle phase transition,22/1387,80/16154,0.275,3.202847873,6.053216501,6.20E-07,3.12E-05,3.12E-05,CDK1/CDC25A/CDC25C/MTBP/BIRC5/SKA1/CDC6/RCC2/RRM2/CCNE1/CCNB1/FBXO5/CDC7/PLK1/CCNE2/SKA3/UBE2C/DLGAP5/DTL/ESPL1/CDC20/STIL,22
GO:0000725,recombinational repair,38/1387,191/16154,0.19895288,2.31714839,5.611937449,7.60E-07,3.75E-05,3.75E-05,PARP1/TONSL/RAD51/XRCC2/RECQL4/MCM2/UHRF1/FEN1/ZNF365/CHEK1/TIMELESS/BLM/POLQ/FANCB/RFWD3/CDC45/FIGNL1/MMS22L/TOPBP1/RAD21/PARPBP/RAD51AP1/RAD54B/CDC7/PLK1/BRCA2/RMI2/MCM4/GINS2/HELLS/GEN1/MCM8/ACTR2/RUVBL1/RAD54L/RMI1/GINS4/MCM6,38
GO:0034501,protein localization to kinetochore,9/1387,15/16154,0.6,6.988031723,7.110663073,7.68E-07,3.75E-05,3.75E-05,SPDL1/CDK1/MTBP/RCC2/KNTC1/TTK/KNL1/AURKB/ZWILCH,9
GO:0061644,protein localization to CENP-A containing chromatin,9/1387,15/16154,0.6,6.988031723,7.110663073,7.68E-07,3.75E-05,3.75E-05,H4C5/CENPA/H2BC11/H2AC8/H4C15/H4C14/H4C4/H4C9/H4C8,9
GO:0071168,protein localization to chromatin,18/1387,58/16154,0.310344828,3.614499167,6.113110027,9.29E-07,4.49E-05,4.49E-05,H4C5/CENPA/PARP1/TONSL/UHRF1/H2BC11/H2AC8/H4C15/MMS22L/RAD21/LEF1/PLK1/H4C14/H4C4/H4C9/MCM8/H4C8/AURKB,18
GO:0051383,kinetochore organization,13/1387,32/16154,0.40625,4.731479813,6.475380853,9.57E-07,4.58E-05,4.58E-05,CENPA/CENPH/CENPK/CENPN/KNTC1/HJURP/CENPE/CENPI/NUF2/MIS18A/DLGAP5/CENPF/OIP5,13
GO:0002385,mucosal immune response,15/1387,42/16154,0.357142857,4.159542692,6.283372924,1.00E-06,4.75E-05,4.75E-05,H2BC6/H2BC26/H2BC7/H2BC9/H2BC11/H2BC21/H2BC12L/H2BC18/H2BC5/H2BC17/H2BC4/RNASE2/CAMP/H2BC8/H2BC12,15
GO:0051255,spindle midzone assembly,8/1387,12/16154,0.666666667,7.764479692,7.183978741,1.05E-06,4.91E-05,4.91E-05,KIF23/BIRC5/CDCA8/PRC1/RACGAP1/KIF4A/AURKB/INCENP,8
GO:0030855,epithelial cell differentiation,74/1387,492/16154,0.150406504,1.75174237,5.189752656,1.29E-06,6.02E-05,6.02E-05,WNT7B/DLX3/POU2F3/CDK1/MMP9/ESRP1/WNT5A/EVPL/ST14/KRT12/CD24/SOX11/PLK4/PAX6/PROC/TMEM79/ACTL8/SPRED3/SERPINE1/CCDC78/RAB25/CYP27B1/WT1/TGFB2/ITGA2/KRT6A/LIPK/SPRR1B/EZR/ROS1/CDH2/PLAAT1/MACROH2A2/SIPA1L3/F11R/SPRR3/PGK1/GRHL2/ETV4/CDH3/LEF1/E2F7/FOXP3/KRT75/SOX9/SCX/IVL/KDM5B/SPINT2/HPSE/CLDN1/E2F8/KRT16/MSI1/DSP/GREM1/DEUP1/ABCA12/CASP14/KRT86/TGM3/CDSN/VEGFA/SIX3/PTPRO/PLS1/STAT1/VSIG1/S100A7/KRT81/SOX4/VDR/CDHR2/OPN3,74
GO:0065004,protein-DNA complex assembly,35/1387,173/16154,0.202312139,2.356272739,5.49650716,1.37E-06,6.30E-05,6.30E-05,H3C8/H4C5/H2BC6/H3C6/H2BC7/RAD51/H1-5/H2BC9/H2BC11/H3C10/TAF7L/H2BC21/H3C4/ATAD2/CDC45/CHAF1B/H4C15/MACROH2A2/H1-2/H3C14/SOX9/H3C2/H4C14/H4C4/SMARCA4/H4C9/H4C8/ASF1B/H2BC4/CDT1/H3C15/TSPYL5/H2BC8/H1-4/H1-3,35
GO:0030216,keratinocyte differentiation,26/1387,110/16154,0.236363636,2.752860982,5.653353982,1.51E-06,6.90E-05,6.90E-05,POU2F3/WNT5A/EVPL/ST14/CYP27B1/KRT6A/LIPK/SPRR1B/MACROH2A2/SPRR3/GRHL2/ETV4/CDH3/KRT75/IVL/KRT16/DSP/ABCA12/CASP14/KRT86/TGM3/CDSN/S100A7/KRT81/VDR/OPN3,26
GO:1903083,protein localization to condensed chromosome,9/1387,16/16154,0.5625,6.55127974,6.808429398,1.62E-06,7.33E-05,7.33E-05,SPDL1/CDK1/MTBP/RCC2/KNTC1/TTK/KNL1/AURKB/ZWILCH,9
GO:0071824,protein-DNA complex organization,37/1387,191/16154,0.193717277,2.256170801,5.352131934,2.07E-06,9.26E-05,9.26E-05,H3C8/H4C5/H2BC6/H3C6/H2BC7/RAD51/H1-5/H2BC9/HMGA1/H2BC11/H3C10/TAF7L/H2BC21/H3C4/ATAD2/CDC45/CHAF1B/H4C15/MACROH2A2/H1-2/H3C14/SOX9/H3C2/H2AC25/H4C14/H4C4/SMARCA4/H4C9/H4C8/ASF1B/H2BC4/CDT1/H3C15/TSPYL5/H2BC8/H1-4/H1-3,37
GO:0002251,organ or tissue specific immune response,15/1387,45/16154,0.333333333,3.882239846,5.933634261,2.74E-06,0.000121541,0.000121541,H2BC6/H2BC26/H2BC7/H2BC9/H2BC11/H2BC21/H2BC12L/H2BC18/H2BC5/H2BC17/H2BC4/RNASE2/CAMP/H2BC8/H2BC12,15
GO:0008544,epidermis development,43/1387,242/16154,0.17768595,2.06945843,5.137216821,3.48E-06,0.000152423,0.000152423,DLX3/POU2F3/ESRP1/WNT5A/EVPL/ST14/ALOXE3/TMEM79/CYP27B1/SPINT1/TGFB2/GRHL1/KRT6A/INHBA/LIPK/SPRR1B/MACROH2A2/SPRR3/GRHL2/ETV4/CDH3/GAL/KRT75/SOX9/IVL/LSR/HPSE/CLDN1/KRT16/HOXB13/DSP/PKP3/ABCA12/CASP14/KRT86/TGM3/CDSN/PLS1/S100A7/KRT81/VDR/OPN3/PLOD1,43
GO:0022617,extracellular matrix disassembly,19/1387,69/16154,0.275362319,3.207067699,5.630518078,3.50E-06,0.000152423,0.000152423,MMP9/MMP10/PLAUR/MMP8/MMP14/MMP11/TGFB2/PLAU/NOXO1/MMP13/MMP3/MMP1/FGFR4/MMP12/HPSE/ADAM8/FAP/CTSV/FSCN1,19
GO:0051382,kinetochore assembly,12/1387,31/16154,0.387096774,4.508407563,5.9922048,4.61E-06,0.000199156,0.000199156,CENPA/CENPH/CENPK/CENPN/KNTC1/HJURP/CENPE/CENPI/MIS18A/DLGAP5/CENPF/OIP5,12
GO:0045132,meiotic chromosome segregation,18/1387,66/16154,0.272727273,3.176378056,5.429676648,7.29E-06,0.000312247,0.000312247,SGO1/SKA1/NCAPH/NDC80/MAPK15/TTK/NUF2/TEX11/SKA3/SGO2/MND1/ZWINT/KNL1/TRIP13/SMC4/MEIKIN/ESPL1/PTTG1,18
GO:1901993,regulation of meiotic cell cycle phase transition,7/1387,11/16154,0.636363636,7.411548797,6.519073248,8.21E-06,0.000348683,0.000348683,PKMYT1/CDC25A/CDC25C/MAPK15/TTK/ZWINT/KNL1,7
GO:0045931,positive regulation of mitotic cell cycle,24/1387,106/16154,0.226415094,2.636993103,5.182126546,8.37E-06,0.000352386,0.000352386,CDK1/CDC25A/CDC25C/MTBP/BIRC5/SKA1/CDC6/RCC2/RRM2/CCNE1/CCNB1/FBXO5/CDC7/PLK1/CCNE2/SKA3/APP/UBE2C/DLGAP5/DTL/AURKA/ESPL1/CDC20/STIL,24
GO:0007127,meiosis I,23/1387,100/16154,0.23,2.678745494,5.160739293,9.73E-06,0.000406288,0.000406288,MOV10L1/RAD51/SGO1/HSF2BP/NDC80/RAD21/BRIP1/RAD51AP1/RAD54B/TEX11/TOP2A/SGO2/BRCA2/CCNA1/MND1/ZWINT/KNL1/TRIP13/MEIKIN/MYBL1/RAD54L/RMI1/PTTG1,23
GO:0090231,regulation of spindle checkpoint,12/1387,33/16154,0.363636364,4.235170741,5.701339157,9.85E-06,0.00040791,0.00040791,BIRC5/CDCA8/SKA1/MAD2L1/NDC80/CCNB1/SKA3/GEN1/ZWINT/KNL1/AURKB/INCENP,12
GO:0000910,cytokinesis,34/1387,182/16154,0.186813187,2.175760793,4.888703599,1.20E-05,0.000491528,0.000491528,CEP55/CENPA/KIF23/BIRC5/CDCA8/PRC1/CDC6/SEPTIN3/ANLN/ZNF365/KIF20A/CIT/IQGAP3/CKAP2/RTKN/SPAST/SPIRE2/KIF14/RACGAP1/E2F7/PLK1/FSD1/KIF4A/E2F8/STMN1/AURKA/ECT2/AURKB/ESPL1/NUSAP1/RAB11FIP4/KIF20B/NOX5/INCENP,34
GO:0007492,endoderm development,16/1387,56/16154,0.285714286,3.327634154,5.347385113,1.22E-05,0.000492807,0.000492807,COL5A1/TBX20/MMP9/MMP8/MMP14/APELA/ITGA4/DKK1/FN1/INHBA/HOXC11/COL12A1/ITGAV/COL5A2/HMGA2/COL11A1,16
GO:1901976,regulation of cell cycle checkpoint,16/1387,56/16154,0.285714286,3.327634154,5.347385113,1.22E-05,0.000492807,0.000492807,RAD51/BIRC5/CDCA8/SKA1/BARD1/MAD2L1/NDC80/RFWD3/CCNB1/SKA3/BRCA2/GEN1/ZWINT/KNL1/AURKB/INCENP,16
GO:0006270,DNA replication initiation,13/1387,39/16154,0.333333333,3.882239846,5.522884439,1.26E-05,0.000506551,0.000506551,MCM2/CDC6/PRIM2/ORC6/CDC45/TOPBP1/MCM4/MCM10/ORC1/DTL/TICRR/CDT1/MCM6,13
GO:0000281,mitotic cytokinesis,23/1387,102/16154,0.225490196,2.626221072,5.04933034,1.38E-05,0.000546958,0.000546958,CEP55/CENPA/KIF23/BIRC5/CDCA8/ANLN/ZNF365/KIF20A/CIT/IQGAP3/CKAP2/RTKN/SPAST/RACGAP1/PLK1/KIF4A/STMN1/ECT2/AURKB/ESPL1/NUSAP1/KIF20B/INCENP,23
GO:0045005,DNA-templated DNA replication maintenance of fidelity,18/1387,69/16154,0.260869565,3.038274662,5.199904986,1.43E-05,0.000563841,0.000563841,PARP1/TONSL/RAD51/TRAIP/BARD1/DNA2/ZNF365/TIMELESS/BLM/POLQ/RFWD3/MMS22L/FAM111B/EXO1/BRCA2/GEN1/RNASEH2A/MCM8,18
GO:0040029,epigenetic regulation of gene expression,50/1387,316/16154,0.158227848,1.84283537,4.637189185,1.71E-05,0.000670015,0.000670015,H3C8/CENPA/MOV10L1/H3C6/CBX2/TDG/TET3/H2AC13/LMNB2/UHRF1/CBX3/CDKN2B-AS1/H3C10/H2AC17/BEND3/H2AC8/WT1/H2AZ1/CHEK1/H3C4/ATAD2/EZH2/H2AC20/DNMT3A/LMNB1/SUV39H2/H2AC11/MACROH2A2/H1-2/MAEL/SPOCD1/H2AC15/H2AC19/BMI1/H3C14/MIS18A/APP/LHX2/HELLS/H3C2/H2AC25/TFAP2C/SMARCA4/H2AC7/H2AC18/HMGA2/H3C15/KDM1B/H2AC6/OIP5,50
GO:0010972,negative regulation of G2/M transition of mitotic cell cycle,18/1387,70/16154,0.257142857,2.994870738,5.126080681,1.77E-05,0.000687764,0.000687764,PKMYT1/CDK1/RFPL1/BRSK1/CDC6/BARD1/CHEK1/CLSPN/BLM/DBF4/TOPBP1/RAD21/CDC7/PLK1/ORC1/DTL/TICRR/AURKB,18
GO:0000727,double-strand break repair via break-induced replication,7/1387,12/16154,0.583333333,6.793919731,6.153229526,1.82E-05,0.000701956,0.000701956,MCM2/CDC45/CDC7/MCM4/GINS2/GINS4/MCM6,7
GO:0051447,negative regulation of meiotic cell cycle,8/1387,16/16154,0.5,5.823359769,5.915663772,1.99E-05,0.000759131,0.000759131,PKMYT1/FBXO43/TTK/FBXO5/RAD1/ZWINT/KNL1/TRIP13,8
GO:0051445,regulation of meiotic cell cycle,15/1387,52/16154,0.288461538,3.359630636,5.223053525,2.00E-05,0.000759131,0.000759131,PKMYT1/CDC25A/STRA8/CDC25C/FBXO43/ASPM/MAPK15/TTK/FBXO5/RAD51AP1/RAD1/ZWINT/KNL1/TRIP13/CDC20,15
GO:0032963,collagen metabolic process,22/1387,98/16154,0.224489796,2.614569692,4.913261096,2.26E-05,0.000851758,0.000851758,COL5A1/MMP9/MMP10/MMP8/MMP14/MMP11/HIF1A/ITGA2/INHBA/P3H1/COL1A1/MMP13/SERPINB7/RUNX1/MMP3/MMP1/MMP12/SCX/ADAMTS14/SUCO/FAP/PLOD1,22
GO:0051216,cartilage development,26/1387,127/16154,0.204724409,2.38436778,4.800051693,2.42E-05,0.000897751,0.000897751,WNT7B/WNT5A/SULF1/NKX3-2/ITGB8/RUNX2/CCN4/EPYC/RUNX1/BMP8A/AGRN/CHI3L1/COL3A1/TRPS1/CHRDL2/MDK/LOXL2/SOX9/SCX/HOXA11/MBOAT2/GREM1/ADAMTS7/HMGA2/BMP7/TRPV4,26
GO:0061640,cytoskeleton-dependent cytokinesis,26/1387,127/16154,0.204724409,2.38436778,4.800051693,2.42E-05,0.000897751,0.000897751,CEP55/CENPA/KIF23/BIRC5/CDCA8/SEPTIN3/ANLN/ZNF365/KIF20A/CIT/IQGAP3/CKAP2/RTKN/SPAST/SPIRE2/RACGAP1/PLK1/KIF4A/STMN1/ECT2/AURKB/ESPL1/NUSAP1/KIF20B/NOX5/INCENP,26
GO:1902750,negative regulation of cell cycle G2/M phase transition,18/1387,72/16154,0.25,2.911679885,4.982302353,2.68E-05,0.000986868,0.000986868,PKMYT1/CDK1/RFPL1/BRSK1/CDC6/BARD1/CHEK1/CLSPN/BLM/DBF4/TOPBP1/RAD21/CDC7/PLK1/ORC1/DTL/TICRR/AURKB,18
GO:0006302,double-strand break repair,49/1387,314/16154,0.156050955,1.817481711,4.483157231,3.00E-05,0.001095957,0.001095957,PARP1/TONSL/RAD51/XRCC2/RECQL4/MCM2/UHRF1/FOXM1/HSF2BP/DNA2/FEN1/CDCA5/ZNF365/CHEK1/TIMELESS/BLM/POLQ/FANCB/RFWD3/CDC45/FIGNL1/MMS22L/TOPBP1/RAD21/SPIRE2/PARPBP/BRIP1/RAD51AP1/RAD54B/CDC7/PLK1/BRCA2/RMI2/MCM4/GINS2/HELLS/GEN1/CSNK2A3/SMARCA4/TRIP13/MCM8/ACTR2/HMGA2/RUVBL1/PRKDC/RAD54L/RMI1/GINS4/MCM6,49
GO:0031424,keratinization,14/1387,48/16154,0.291666667,3.396959865,5.096901295,3.29E-05,0.001190274,0.001190274,EVPL/KRT6A/LIPK/SPRR1B/SPRR3/CDH3/KRT75/IVL/KRT16/CASP14/KRT86/TGM3/CDSN/KRT81,14
GO:0009913,epidermal cell differentiation,29/1387,152/16154,0.190789474,2.222071491,4.639273361,3.41E-05,0.001227869,0.001227869,DLX3/POU2F3/ESRP1/WNT5A/EVPL/ST14/CYP27B1/KRT6A/LIPK/SPRR1B/MACROH2A2/SPRR3/GRHL2/ETV4/CDH3/KRT75/IVL/KRT16/DSP/ABCA12/CASP14/KRT86/TGM3/CDSN/PLS1/S100A7/KRT81/VDR/OPN3,29
GO:0040020,regulation of meiotic nuclear division,8/1387,17/16154,0.470588235,5.480809195,5.664847222,3.47E-05,0.001240257,0.001240257,STRA8/FBXO43/FBXO5/RAD51AP1/RAD1/ZWINT/KNL1/TRIP13,8
GO:0033314,mitotic DNA replication checkpoint signaling,7/1387,13/16154,0.538461538,6.271310521,5.826982949,3.66E-05,0.001289491,0.001289491,CDC6/CLSPN/DBF4/TOPBP1/CDC7/ORC1/TICRR,7
GO:0032465,regulation of cytokinesis,20/1387,87/16154,0.229885057,2.67740679,4.807832356,3.66E-05,0.001289491,0.001289491,KIF23/BIRC5/CDCA8/PRC1/CDC6/KIF20A/CIT/SPAST/KIF14/RACGAP1/E2F7/PLK1/FSD1/E2F8/AURKA/ECT2/AURKB/RAB11FIP4/KIF20B/INCENP,20
GO:0031297,replication fork processing,16/1387,61/16154,0.262295082,3.054877256,4.927776326,3.94E-05,0.001376464,0.001376464,PARP1/TONSL/RAD51/TRAIP/BARD1/DNA2/ZNF365/TIMELESS/BLM/POLQ/RFWD3/MMS22L/FAM111B/EXO1/BRCA2/GEN1,16
GO:0090266,regulation of mitotic cell cycle spindle assembly checkpoint,11/1387,32/16154,0.34375,4.003559841,5.212193249,4.26E-05,0.00146688,0.00146688,BIRC5/CDCA8/SKA1/MAD2L1/NDC80/CCNB1/SKA3/GEN1/KNL1/AURKB/INCENP,11
GO:1903504,regulation of mitotic spindle checkpoint,11/1387,32/16154,0.34375,4.003559841,5.212193249,4.26E-05,0.00146688,0.00146688,BIRC5/CDCA8/SKA1/MAD2L1/NDC80/CCNB1/SKA3/GEN1/KNL1/AURKB/INCENP,11
GO:0019730,antimicrobial humoral response,27/1387,140/16154,0.192857143,2.246153054,4.538414744,5.17E-05,0.001768224,0.001768224,GAPDH/H2BC6/H2BC26/H2BC7/CXCL8/H2BC9/H2BC11/CCL11/CCL20/CXCL10/H2BC21/PGLYRP4/KRT6A/S100A9/H2BC12L/H2BC18/H2BC5/CXCL11/APP/H2BC17/SLC11A1/BPI/H2BC4/CAMP/H2BC8/S100A7/H2BC12,27
GO:0001894,tissue homeostasis,32/1387,179/16154,0.17877095,2.082095113,4.461595643,5.27E-05,0.001776774,0.001776774,RUFY4/ZNF675/CRACD/TNFSF11/PERP/PRRC1/NOD2/CXADR/UBASH3B/WNK3/MFSD2A/BARD1/CNGB1/COMP/WWTR1/GCNT2/SPP1/GJB6/F11R/INAVA/COL3A1/CDH3/SOX9/SCX/LSR/CLDN1/GPR137B/ADAM8/PKP3/VEGFA/VSIG1/SLC2A1,32
GO:0060249,anatomical structure homeostasis,32/1387,179/16154,0.17877095,2.082095113,4.461595643,5.27E-05,0.001776774,0.001776774,RUFY4/ZNF675/CRACD/TNFSF11/PERP/PRRC1/NOD2/CXADR/UBASH3B/WNK3/MFSD2A/BARD1/CNGB1/COMP/WWTR1/GCNT2/SPP1/GJB6/F11R/INAVA/COL3A1/CDH3/SOX9/SCX/LSR/CLDN1/GPR137B/ADAM8/PKP3/VEGFA/VSIG1/SLC2A1,32
GO:0035987,endodermal cell differentiation,13/1387,44/16154,0.295454545,3.441076227,4.969109866,5.38E-05,0.001804533,0.001804533,COL5A1/MMP9/MMP8/MMP14/ITGA4/DKK1/FN1/INHBA/COL12A1/ITGAV/COL5A2/HMGA2/COL11A1,13
GO:0060623,regulation of chromosome condensation,6/1387,10/16154,0.6,6.988031723,5.804932948,6.15E-05,0.002033177,0.002033177,NCAPH/CCNB1/NCAPD2/CTPS1/SMC4/NCAPG,6
GO:1904666,regulation of ubiquitin protein ligase activity,6/1387,10/16154,0.6,6.988031723,5.804932948,6.15E-05,0.002033177,0.002033177,MAD2L1/UBE2S/CDKN2A/FBXO5/UBE2C/CDC20,6
