ID,Description,GeneRatio,BgRatio,RichFactor,FoldEnrichment,zScore,pvalue,p.adjust,qvalue,geneID,Count
GO:0001706,endoderm formation,14/1387,51/16154,0.274509804,3.197138697,4.816237051,6.90E-05,0.002264898,0.002264898,COL5A1/TBX20/MMP9/MMP8/MMP14/ITGA4/DKK1/FN1/INHBA/COL12A1/ITGAV/COL5A2/HMGA2/COL11A1,14
GO:0032467,positive regulation of cytokinesis,12/1387,40/16154,0.3,3.494015862,4.840009531,8.81E-05,0.002874589,0.002874589,KIF23/BIRC5/CDCA8/CDC6/CIT/SPAST/KIF14/RACGAP1/ECT2/AURKB/KIF20B/INCENP,12
GO:1902101,positive regulation of metaphase/anaphase transition of cell cycle,8/1387,19/16154,0.421052632,4.903881911,5.218043285,9.24E-05,0.002994336,0.002994336,SKA1/MAPK15/PLK1/SKA3/UBE2C/DLGAP5/ESPL1/CDC20,8
GO:0044818,mitotic G2/M transition checkpoint,14/1387,53/16154,0.264150943,3.076491954,4.640453787,0.000108962,0.003508853,0.003508853,CDK1/BRSK1/CDC6/BARD1/CHEK1/CLSPN/BLM/DBF4/TOPBP1/CDC7/PLK1/ORC1/DTL/TICRR,14
GO:0001890,placenta development,15/1387,60/16154,0.25,2.911679885,4.546503049,0.000123563,0.003935916,0.003935916,WNT7B/PARP1/FBN2/PLK4/ITGB8/APELA/CYP27B1/NDP/SPP1/PLAC1/E2F7/ADAM19/E2F8/BMP7/VDR,15
GO:0000077,DNA damage checkpoint signaling,22/1387,109/16154,0.201834862,2.350714035,4.336361606,0.00012426,0.003935916,0.003935916,RAD51/CDK1/BRSK1/BARD1/CHEK1/TIMELESS/CLSPN/BLM/DBF4/RFWD3/TOPBP1/BRIP1/E2F1/CDC7/PLK1/BRCA2/RAD1/INTS7/DTL/TICRR/PRKDC/TIPRL,22
GO:0034080,CENP-A containing chromatin assembly,6/1387,11/16154,0.545454545,6.352756112,5.442524151,0.000125419,0.003935916,0.003935916,CENPA/CENPN/HJURP/CENPI/MIS18A/OIP5,6
GO:0051987,positive regulation of attachment of spindle microtubules to kinetochore,6/1387,11/16154,0.545454545,6.352756112,5.442524151,0.000125419,0.003935916,0.003935916,BIRC5/CDCA8/RCC2/CCNB1/AURKB/INCENP,6
GO:0019731,antibacterial humoral response,16/1387,67/16154,0.23880597,2.781306158,4.477722027,0.000133438,0.00416108,0.00416108,H2BC6/H2BC26/H2BC7/H2BC9/H2BC11/H2BC21/H2BC12L/H2BC18/H2BC5/APP/H2BC17/BPI/H2BC4/CAMP/H2BC8/H2BC12,16
GO:1902751,positive regulation of cell cycle G2/M phase transition,9/1387,25/16154,0.36,4.192819034,4.896201435,0.000142016,0.004400707,0.004400707,CDK1/CDC25A/CDC25C/RCC2/CCNB1/FBXO5/CDC7/DTL/ATAD5,9
GO:0035825,homologous recombination,16/1387,68/16154,0.235294118,2.740404597,4.40757119,0.000160775,0.00492012,0.00492012,RAD51/UHRF1/HSF2BP/BARD1/FIGNL1/TOPBP1/RAD21/BRIP1/RAD51AP1/RAD54B/TEX11/TOP2A/MND1/TRIP13/RAD54L/RMI1,16
GO:0098773,skin epidermis development,16/1387,68/16154,0.235294118,2.740404597,4.40757119,0.000160775,0.00492012,0.00492012,DLX3/WNT5A/ALOXE3/TMEM79/TGFB2/INHBA/CDH3/GAL/SOX9/LSR/HPSE/CLDN1/KRT16/PKP3/ABCA12/TGM3,16
GO:0021543,pallium development,23/1387,119/16154,0.193277311,2.251046634,4.197891281,0.00017464,0.005311419,0.005311419,CNTNAP2/WDR62/SRD5A1/ARHGAP11B/PAX6/MFSD2A/TACC3/LRP8/SRD5A2/NCAPG2/EZH2/PEX13/TBR1/KIF14/COL3A1/MDK/CDK5R1/SMC4/HTR6/ZIC1/SCT/PLXNA3/SLC2A1,23
GO:0032530,regulation of microvillus organization,7/1387,16/16154,0.4375,5.095439798,5.022898147,0.000193546,0.005850304,0.005850304,TNIK/STK26/EZR/CDHR5/PLS1/FSCN1/CDHR2,7
GO:0032200,telomere organization,31/1387,184/16154,0.168478261,1.962219053,4.022991316,0.000210502,0.006315966,0.006315966,H3C8/H4C5/PIF1/PARP1/H3C6/RAD51/RECQL4/H3C10/DNA2/FEN1/ZNF365/H3C4/BLM/GNL3L/H4C15/MAPK15/EXO1/BRCA2/PKIB/H3C2/H4C14/H4C4/CCT6A/H4C9/DSP/LIG1/H4C8/AURKB/RUVBL1/PRKDC/NEK2,31
GO:0032528,microvillus organization,8/1387,21/16154,0.380952381,4.436845539,4.829818206,0.000212797,0.006315966,0.006315966,PROM2/TNIK/STK26/EZR/CDHR5/PLS1/FSCN1/CDHR2,8
GO:0090232,positive regulation of spindle checkpoint,8/1387,21/16154,0.380952381,4.436845539,4.829818206,0.000212797,0.006315966,0.006315966,BIRC5/CDCA8/MAD2L1/NDC80/GEN1/KNL1/AURKB/INCENP,8
GO:0051781,positive regulation of cell division,18/1387,84/16154,0.214285714,2.495725615,4.212135423,0.000229026,0.006756952,0.006756952,KIF23/BIRC5/CDCA8/CDC6/TGFB2/CIT/SPAST/KIF14/MDK/RACGAP1/FGF5/HDGF/OSM/ECT2/AURKB/KIF20B/VEGFA/INCENP,18
GO:0051302,regulation of cell division,29/1387,169/16154,0.171597633,1.998549507,3.999220252,0.000241091,0.007070566,0.007070566,KIF23/BIRC5/CDCA8/PRC1/CDC6/TGFB2/KIF20A/BLM/CIT/KIF18B/SPAST/KIF14/MDK/YEATS2/RACGAP1/E2F7/PLK1/FSD1/FGF5/HDGF/OSM/E2F8/AURKA/ECT2/AURKB/RAB11FIP4/KIF20B/VEGFA/INCENP,29
GO:2000242,negative regulation of reproductive process,11/1387,38/16154,0.289473684,3.371418814,4.485285783,0.000245512,0.00715763,0.00715763,PKMYT1/CALR/SULF1/FBXO43/WT1/TTK/FBXO5/RAD1/ZWINT/KNL1/TRIP13,11
GO:0044774,mitotic DNA integrity checkpoint signaling,16/1387,71/16154,0.225352113,2.624612854,4.204498656,0.000274024,0.00794185,0.00794185,CDK1/BRSK1/CDC6/CHEK1/TIMELESS/CLSPN/BLM/DBF4/RFWD3/TOPBP1/CDC7/PLK1/ORC1/DTL/TICRR/PRKDC,16
GO:0051177,meiotic sister chromatid cohesion,7/1387,17/16154,0.411764706,4.795708045,4.79871051,0.000304711,0.008779593,0.008779593,SGO1/BUB1/BUB1B/SMC1B/RAD21/SGO2/MEIKIN,7
GO:0010971,positive regulation of G2/M transition of mitotic cell cycle,8/1387,22/16154,0.363636364,4.235170741,4.653536553,0.000309357,0.008861652,0.008861652,CDK1/CDC25A/CDC25C/RCC2/CCNB1/FBXO5/CDC7/DTL,8
GO:0001704,formation of primary germ layer,18/1387,86/16154,0.209302326,2.437685485,4.096857816,0.000311736,0.00887816,0.00887816,COL5A1/TBX20/MMP9/MMP8/MMP14/APELA/ITGA4/DKK1/FN1/ITGA2/INHBA/SCX/COL12A1/HOXA11/ITGAV/COL5A2/HMGA2/COL11A1,18
GO:0021537,telencephalon development,29/1387,172/16154,0.168604651,1.963691085,3.894082886,0.000327542,0.009224807,0.009224807,CNTNAP2/WDR62/WNT5A/SRD5A1/ARHGAP11B/PAX6/MFSD2A/TACC3/LRP8/SRD5A2/NCAPG2/DRAXIN/EZH2/INHBA/PEX13/EFNA2/TBR1/KIF14/COL3A1/MDK/CDK5R1/SMC4/HTR6/ZIC1/SCT/EPHB3/PLXNA3/SIX3/SLC2A1,29
GO:2000241,regulation of reproductive process,23/1387,124/16154,0.185483871,2.160278624,3.974889521,0.000327652,0.009224807,0.009224807,PKMYT1/CALR/CDC25A/STRA8/CDC25C/SULF1/FBXO43/APELA/WT1/ASPM/INHBA/MAPK15/TTK/FBXO5/RAD51AP1/SOX9/RAD1/ZWINT/KNL1/TRIP13/CDC20/NOX5/VEGFA,23
GO:0051225,spindle assembly,23/1387,125/16154,0.184,2.142996395,3.931563933,0.000369545,0.010345154,0.010345154,KIF23/BIRC5/CDCA8/PRC1/UHRF1/SKA1/NEK6/NDC80/RCC1/KIF11/MAPK15/RACGAP1/PLK1/SKA3/KIF4A/SPAG5/TPX2/AURKB/NEK2/INCENP/KIF15/KIFC1/STIL,23
GO:0002062,chondrocyte differentiation,17/1387,80/16154,0.2125,2.474927902,4.052961633,0.00037569,0.010457756,0.010457756,SULF1/NKX3-2/RUNX2/CCN4/RUNX1/AGRN/COL3A1/TRPS1/MDK/LOXL2/SOX9/SCX/HOXA11/MBOAT2/GREM1/ADAMTS7/HMGA2,17
GO:0090329,regulation of DNA-templated DNA replication,12/1387,46/16154,0.260869565,3.038274662,4.24267242,0.000378575,0.010478866,0.010478866,MCM2/TIMELESS/DBF4/FBXO5/CDC7/E2F7/MCM4/DTL/TICRR/E2F8/CDT1/MCM6,12
GO:0006563,L-serine metabolic process,6/1387,13/16154,0.461538462,5.375409018,4.83664046,0.000400623,0.010905363,0.010905363,CBS/SHMT2/LOC102724560/PSPH/PSAT1/SDS,6
GO:0051797,regulation of hair follicle development,6/1387,13/16154,0.461538462,5.375409018,4.83664046,0.000400623,0.010905363,0.010905363,WNT5A/TGFB2/CDH3/GAL/HPSE/PKP3,6
GO:1903490,positive regulation of mitotic cytokinesis,6/1387,13/16154,0.461538462,5.375409018,4.83664046,0.000400623,0.010905363,0.010905363,BIRC5/CDCA8/ECT2/AURKB/KIF20B/INCENP,6
GO:0002064,epithelial cell development,23/1387,126/16154,0.182539683,2.125988487,3.888644532,0.000416059,0.011263317,0.011263317,WNT7B/PAX6/PROC/TMEM79/RAB25/EZR/ROS1/CDH2/SIPA1L3/F11R/GRHL2/FOXP3/SOX9/SCX/SPINT2/HPSE/CLDN1/DSP/ABCA12/CDSN/VEGFA/SIX3/VSIG1,23
GO:0007062,sister chromatid cohesion,14/1387,60/16154,0.233333333,2.717567892,4.08485109,0.000445296,0.011988913,0.011988913,SGO1/BUB1/BUB1B/FEN1/HASPIN/CDCA5/DSCC1/SMC1B/ESCO2/RAD21/PLK1/SGO2/MEIKIN/ESPL1,14
GO:0045842,positive regulation of mitotic metaphase/anaphase transition,7/1387,18/16154,0.388888889,4.529279821,4.591378461,0.00046182,0.012366223,0.012366223,SKA1/PLK1/SKA3/UBE2C/DLGAP5/ESPL1/CDC20,7
GO:0030574,collagen catabolic process,11/1387,41/16154,0.268292683,3.124729632,4.174707857,0.000507313,0.01351097,0.01351097,MMP9/MMP10/MMP8/MMP14/MMP11/MMP13/MMP3/MMP1/MMP12/ADAMTS14/FAP,11
GO:0006275,regulation of DNA replication,22/1387,120/16154,0.183333333,2.135231915,3.825365751,0.000516945,0.013693475,0.013693475,CDK1/CDC25A/MCM2/CDC6/DNA2/DSCC1/TIMELESS/ESCO2/DBF4/FBXO5/CDC7/E2F7/MCM4/DTL/TICRR/E2F8/JADE3/CDT1/RUVBL1/ATAD5/CCNA2/MCM6,22
GO:0007140,male meiotic nuclear division,10/1387,35/16154,0.285714286,3.327634154,4.224724422,0.000525241,0.013838829,0.013838829,MOV10L1/HSF2BP/FIGNL1/MAEL/TEX11/BRCA2/TDRKH/CCNA1/MEIKIN/MYBL1,10
GO:0051785,positive regulation of nuclear division,12/1387,48/16154,0.25,2.911679885,4.065000762,0.000577311,0.015129845,0.015129845,STRA8/SKA1/RAD51AP1/PLK1/SKA3/UBE2C/EPGN/DLGAP5/AURKA/ESPL1/NUSAP1/CDC20,12
GO:0048598,embryonic morphogenesis,47/1387,338/16154,0.139053254,1.619514255,3.527605539,0.000668935,0.017410692,0.017410692,WNT7B/COL5A1/TBX20/FBN2/MMP9/WNT5A/HOXB9/SOX11/MMP8/HOXD13/SULF1/ZNF281/TH/MMP14/MFAP2/NKX2-5/SIX4/APELA/ITGA4/MYO3B/TFAP2A/VANGL2/DKK1/TGFB2/FN1/ITGA2/INHBA/GRHL2/STRA6/HOXC11/SOX9/SCX/COL12A1/HOXA11/ITGAV/MICAL2/PITX1/NAT8B/COL5A2/ZIC1/GREM1/HMGA2/BMP7/COL11A1/SIX3/PLS1/STIL,47
GO:0007076,mitotic chromosome condensation,7/1387,19/16154,0.368421053,4.290896672,4.398709201,0.000677328,0.017410692,0.017410692,NCAPH/NCAPG2/NCAPD2/PLK1/SMC4/NCAPG/NUSAP1,7
GO:0051438,regulation of ubiquitin-protein transferase activity,7/1387,19/16154,0.368421053,4.290896672,4.398709201,0.000677328,0.017410692,0.017410692,MAD2L1/UBE2S/CDKN2A/FBXO5/BMI1/UBE2C/CDC20,7
GO:0048592,eye morphogenesis,19/1387,99/16154,0.191919192,2.235229002,3.778144917,0.000678476,0.017410692,0.017410692,COL5A1/FBN2/WNT5A/SOX11/TH/PAX6/MFSD2A/MFAP2/TFAP2A/STRA6/RPGRIP1L/SOX9/SHROOM2/COL5A2/LCTL/VEGFA/SIX3/PPP2R3A/SOX4,19
GO:0061448,connective tissue development,30/1387,189/16154,0.158730159,1.848685641,3.596764347,0.000741195,0.018921585,0.018921585,WNT7B/PARP1/WNT5A/SULF1/NKX3-2/ITGB8/RUNX2/WT1/CCN4/EPYC/SERPINB7/RUNX1/BMP8A/AGRN/CHI3L1/COL3A1/TRPS1/CHRDL2/MDK/LOXL2/SOX9/SCX/HOXA11/SACK1A/MBOAT2/GREM1/ADAMTS7/HMGA2/BMP7/TRPV4,30
GO:0030199,collagen fibril organization,14/1387,63/16154,0.222222222,2.588159897,3.870719251,0.00075278,0.019118285,0.019118285,COL5A1/P4HA1/TGFB2/COL1A1/COL3A1/LOXL2/SCX/COL12A1/ADAMTS14/COL5A2/GREM1/ADAMTS7/COL11A1/PLOD1,14
GO:0001837,epithelial to mesenchymal transition,26/1387,156/16154,0.166666667,1.941119923,3.619871133,0.000777794,0.019652257,0.019652257,SP6/TBX20/WNT5A/EFNA1/FOXM1/SPRED3/SACK1D/TGFB2/HIF1A/WWTR1/GCNT2/EZH2/TGFBR3L/SLC39A10/COL1A1/MDK/LOXL2/LEF1/SOX9/DLG5/ADAM8/GREM1/KBTBD8/HMGA2/BMP7/VEGFA,26
GO:0009070,serine family amino acid biosynthetic process,5/1387,10/16154,0.5,5.823359769,4.6758737,0.000808322,0.020013067,0.020013067,CBS/SHMT2/LOC102724560/PSPH/PSAT1,5
GO:0044837,actomyosin contractile ring organization,5/1387,10/16154,0.5,5.823359769,4.6758737,0.000808322,0.020013067,0.020013067,ANLN/IQGAP3/RTKN/RACGAP1/ECT2,5
GO:0060075,regulation of resting membrane potential,5/1387,10/16154,0.5,5.823359769,4.6758737,0.000808322,0.020013067,0.020013067,KCNK5/KCNK13/TREM2/KCNK1/KCNK9,5
GO:1902423,regulation of attachment of mitotic spindle microtubules to kinetochore,5/1387,10/16154,0.5,5.823359769,4.6758737,0.000808322,0.020013067,0.020013067,CDK1/BIRC5/CDCA8/AURKB/INCENP,5
GO:0007143,female meiotic nuclear division,8/1387,25/16154,0.32,3.726950252,4.181789696,0.000828958,0.020319782,0.020319782,HSF2BP/SKA1/NCAPH/NDC80/SPIRE2/TOP2A/SKA3/MEIKIN,8
GO:0060350,endochondral bone morphogenesis,8/1387,25/16154,0.32,3.726950252,4.181789696,0.000828958,0.020319782,0.020319782,DLX5/MMP13/COL3A1/SOX9/COL13A1/SCX/HOXA11/TRPV4,8
GO:0000079,regulation of cyclin-dependent protein serine/threonine kinase activity,9/1387,31/16154,0.290322581,3.381305672,4.067164667,0.000874668,0.021334099,0.021334099,PKMYT1/CDC25A/CDC25C/CDC6/BLM/CDKN2A/CCNE2/CDK5R1/CDKN3,9
GO:0007631,feeding behavior,14/1387,64/16154,0.21875,2.547719899,3.802095498,0.000888692,0.021569386,0.021569386,ADM2/NPW/PCSK1N/SGIP1/PEX13/MC1R/TMEM63B/GAL/STRA6/PMCH/NMU/MCHR1/ACE2/OPN3,14
GO:0010639,negative regulation of organelle organization,47/1387,343/16154,0.137026239,1.595906176,3.418723417,0.000920344,0.022228103,0.022228103,SPDL1/PIF1/PARP1/CRACD/BUB1/SPTBN2/BIRC5/CDCA8/BUB1B/FBXO43/SKA1/KNTC1/FKBP4/HASPIN/MAD2L1/CHEK1/NDC80/CCNF/CAPG/SPC24/PPIF/GNL3L/CKAP2/CCNB1/RAD21/F11R/TTK/FBXO5/NUF2/PLK1/SKA3/CTPS1/RAD1/GEN1/ZWINT/TPX2/KNL1/TRIP13/CENPF/SHANK1/SPC25/AURKB/ESPL1/CDC20/BMP7/ZWILCH/INCENP,47
GO:0006929,substrate-dependent cell migration,7/1387,20/16154,0.35,4.076351839,4.218894495,0.000965363,0.023089039,0.023089039,SHTN1/FN1/EPHA8/ITGA2/ITGA11/ADAM8/CD2AP,7
GO:0090267,positive regulation of mitotic cell cycle spindle assembly checkpoint,7/1387,20/16154,0.35,4.076351839,4.218894495,0.000965363,0.023089039,0.023089039,BIRC5/CDCA8/MAD2L1/NDC80/GEN1/AURKB/INCENP,7
GO:0006271,DNA strand elongation involved in DNA replication,6/1387,15/16154,0.4,4.658687815,4.344615652,0.00100545,0.02358977,0.02358977,GINS1/DNA2/RFC4/MCM4/LIG1/RFC3,6
GO:0045653,negative regulation of megakaryocyte differentiation,6/1387,15/16154,0.4,4.658687815,4.344615652,0.00100545,0.02358977,0.02358977,H4C5/H4C15/H4C14/H4C4/H4C9/H4C8,6
GO:0051299,centrosome separation,6/1387,15/16154,0.4,4.658687815,4.344615652,0.00100545,0.02358977,0.02358977,CHEK1/KIF11/CEP85/AURKA/NEK2/KIF15,6
GO:0090235,regulation of metaphase plate congression,6/1387,15/16154,0.4,4.658687815,4.344615652,0.00100545,0.02358977,0.02358977,CDK1/BIRC5/CDCA8/SPAG5/AURKB/INCENP,6
GO:0090307,mitotic spindle assembly,15/1387,72/16154,0.208333333,2.426399904,3.717544791,0.0010105,0.023595893,0.023595893,KIF23/BIRC5/CDCA8/PRC1/UHRF1/RCC1/KIF11/RACGAP1/PLK1/KIF4A/TPX2/AURKB/INCENP/KIF15/KIFC1,15
GO:0032330,regulation of chondrocyte differentiation,10/1387,38/16154,0.263157895,3.064926194,3.90558768,0.001066979,0.024797203,0.024797203,NKX3-2/CCN4/TRPS1/MDK/LOXL2/SOX9/HOXA11/MBOAT2/GREM1/ADAMTS7,10
GO:0048048,embryonic eye morphogenesis,8/1387,26/16154,0.307692308,3.583606012,4.040558442,0.001108162,0.025513627,0.025513627,FBN2/WNT5A/SOX11/TH/MFAP2/TFAP2A/STRA6/SIX3,8
GO:1901978,positive regulation of cell cycle checkpoint,8/1387,26/16154,0.307692308,3.583606012,4.040558442,0.001108162,0.025513627,0.025513627,BIRC5/CDCA8/MAD2L1/NDC80/GEN1/KNL1/AURKB/INCENP,8
GO:0010669,epithelial structure maintenance,9/1387,32/16154,0.28125,3.27563987,3.949005645,0.001125312,0.025787973,0.025787973,CRACD/PRRC1/NOD2/CXADR/INAVA/SOX9/LSR/PKP3/VSIG1,9
GO:0044773,mitotic DNA damage checkpoint signaling,14/1387,66/16154,0.212121212,2.470516266,3.668676867,0.001223056,0.027898127,0.027898127,CDK1/BRSK1/CHEK1/TIMELESS/CLSPN/BLM/DBF4/RFWD3/TOPBP1/CDC7/PLK1/DTL/TICRR/PRKDC,14
GO:0032506,cytokinetic process,12/1387,52/16154,0.230769231,2.687704509,3.735741878,0.001241444,0.028187062,0.028187062,CEP55/ANLN/KIF20A/IQGAP3/RTKN/SPAST/SPIRE2/RACGAP1/PLK1/ECT2/AURKB/KIF20B,12
GO:0000018,regulation of DNA recombination,21/1387,120/16154,0.175,2.038175919,3.498318318,0.001276121,0.028841513,0.028841513,PARP1/RAD51/H1-5/ZNF365/CHEK1/TIMELESS/BLM/POLQ/FANCB/TNFSF4/FIGNL1/H1-2/PARPBP/RAD51AP1/PLK1/RMI2/ACTR2/KPNA2/RUVBL1/H1-4/H1-3,21
GO:0001942,hair follicle development,10/1387,39/16154,0.256410256,2.986338343,3.806177734,0.001326041,0.02983289,0.02983289,DLX3/WNT5A/TGFB2/INHBA/CDH3/GAL/SOX9/HPSE/PKP3/TGM3,10
GO:0021987,cerebral cortex development,17/1387,89/16154,0.191011236,2.224654294,3.550478095,0.001344045,0.030100489,0.030100489,CNTNAP2/WDR62/SRD5A1/ARHGAP11B/PAX6/TACC3/LRP8/NCAPG2/PEX13/TBR1/KIF14/COL3A1/MDK/CDK5R1/SMC4/HTR6/SLC2A1,17
GO:0033313,meiotic cell cycle checkpoint signaling,5/1387,11/16154,0.454545455,5.293963427,4.365975053,0.001377407,0.030708077,0.030708077,TTK/RAD1/ZWINT/KNL1/TRIP13,5
GO:0007095,mitotic G2 DNA damage checkpoint signaling,9/1387,33/16154,0.272727273,3.176378056,3.835429541,0.001430941,0.031757859,0.031757859,CDK1/BRSK1/CHEK1/CLSPN/BLM/TOPBP1/PLK1/DTL/TICRR,9
GO:0022404,molting cycle process,10/1387,40/16154,0.25,2.911679885,3.709899766,0.001634043,0.03578192,0.03578192,DLX3/WNT5A/TGFB2/INHBA/CDH3/GAL/SOX9/HPSE/PKP3/TGM3,10
GO:0022405,hair cycle process,10/1387,40/16154,0.25,2.911679885,3.709899766,0.001634043,0.03578192,0.03578192,DLX3/WNT5A/TGFB2/INHBA/CDH3/GAL/SOX9/HPSE/PKP3/TGM3,10
GO:0046189,phenol-containing compound biosynthetic process,10/1387,40/16154,0.25,2.911679885,3.709899766,0.001634043,0.03578192,0.03578192,WNT5A/TH/TGFB2/DBH/TYRP1/MC1R/CDH3/SLC45A2/DDC/OPN3,10
GO:0016331,morphogenesis of embryonic epithelium,13/1387,61/16154,0.213114754,2.482087771,3.55417678,0.001726414,0.037637357,0.037637357,WNT7B/WNT5A/SOX11/SULF1/SIX4/TFAP2A/VANGL2/TGFB2/GRHL2/SOX9/GREM1/BMP7/STIL,13
GO:0001822,kidney development,32/1387,217/16154,0.147465438,1.717488596,3.261071137,0.00177436,0.03851222,0.03851222,WNT7B/MMP9/KIF26B/MAGED1/EPCAM/CD24/SOX11/SULF1/SIX4/TFAP2A/WT1/VANGL2/TGFB2/C1GALT1/SEC61A1/EZH2/CYP26A1/SERPINB7/TMEM59L/STRA6/SOX9/HELLS/HOXA11/CENPF/GREM1/BMP7/VEGFA/PCSK9/PTPRO/REN/STAT1/SOX4,32
GO:0140694,membraneless organelle assembly,53/1387,411/16154,0.128953771,1.501888408,3.158660995,0.001821334,0.039358396,0.039358396,MYPN/CENPA/CENPH/TNNT1/SQLE/WDR62/CENPK/CENPN/KIF23/BIRC5/CDCA8/PRC1/PLK4/WNK3/UHRF1/BOP1/SKA1/KNTC1/CCDC78/NEK6/SIX4/ANLN/NDC80/RCC1/HJURP/CENPE/CENPI/EZR/KIF11/MAPK15/RACGAP1/PLK1/SKA3/MIS18A/KIF4A/DLGAP5/SPAG5/TPX2/CENPF/MYBPH/CEP85/DEUP1/AURKB/BICD1/PRKDC/OIP5/NEK2/INCENP/KIF15/IGF2BP1/KIFC1/FSCN1/STIL,53
GO:0045840,positive regulation of mitotic nuclear division,10/1387,41/16154,0.243902439,2.840663302,3.616569107,0.001997505,0.042976887,0.042976887,SKA1/PLK1/SKA3/UBE2C/EPGN/DLGAP5/AURKA/ESPL1/NUSAP1/CDC20,10
GO:0051653,spindle localization,12/1387,55/16154,0.218181818,2.541102445,3.508585737,0.002076842,0.044352965,0.044352965,SPDL1/CENPA/SKA1/ASPM/NDC80/LLGL2/SPIRE2/NLRP2/SKA3/ESPL1/NUSAP1/SAPCD2,12
GO:0061035,regulation of cartilage development,11/1387,48/16154,0.229166667,2.669039894,3.549050495,0.002079467,0.044352965,0.044352965,NKX3-2/CCN4/TRPS1/MDK/LOXL2/SOX9/SCX/HOXA11/MBOAT2/GREM1/ADAMTS7,11
GO:0042770,signal transduction in response to DNA damage,28/1387,184/16154,0.152173913,1.772326886,3.229061353,0.00208867,0.044357236,0.044357236,RAD51/CDK1/BRSK1/FOXM1/BARD1/CHEK1/TIMELESS/CLSPN/BLM/DBF4/RFWD3/GTSE1/TOPBP1/CDKN2A/BRIP1/PMAIP1/E2F1/CDC7/E2F7/PLK1/BRCA2/RAD1/INTS7/DTL/TICRR/PRKDC/TIPRL/SOX4,28
GO:0002523,leukocyte migration involved in inflammatory response,6/1387,17/16154,0.352941176,4.110606896,3.932573798,0.002140528,0.044878217,0.044878217,SLAMF8/S100A9/FUT7/MDK/S100A8/ADAM8,6
GO:0018149,peptide cross-linking,6/1387,17/16154,0.352941176,4.110606896,3.932573798,0.002140528,0.044878217,0.044878217,EVPL/SPRR1B/COL3A1/IVL/DSP/TGM3,6
GO:0048596,embryonic camera-type eye morphogenesis,6/1387,17/16154,0.352941176,4.110606896,3.932573798,0.002140528,0.044878217,0.044878217,WNT5A/SOX11/TH/TFAP2A/STRA6/SIX3,6
GO:0051052,regulation of DNA metabolic process,59/1387,472/16154,0.125,1.455839942,3.080359049,0.002168838,0.045279096,0.045279096,PIF1/PARP1/RAD51/CDK1/H1-5/CDC25A/MCM2/FOXM1/CDC6/BARD1/DNA2/RFC4/DSCC1/ZNF365/CHEK1/TIMELESS/BLM/ESCO2/DBF4/GNL3L/POLQ/FANCB/TNFSF4/FIGNL1/H1-2/MAPK15/SPIRE2/PARPBP/FBXO5/RAD51AP1/CDC7/E2F7/PLK1/RMI2/PKIB/FGFR4/MCM4/NPAS2/DTL/SMARCA4/TICRR/CCT6A/E2F8/ACTR2/KPNA2/JADE3/CDT1/HMGA2/AURKB/RUVBL1/ATAD5/PRKDC/CCNA2/VEGFA/H1-4/NEK2/H1-3/MCM6/RFC3,59
GO:0007530,sex determination,5/1387,12/16154,0.416666667,4.852799808,4.091731097,0.002195126,0.04563453,0.04563453,SRD5A1/SIX4/WT1/SOX9/AMH,5
GO:0043009,chordate embryonic development,32/1387,221/16154,0.14479638,1.686402829,3.148800265,0.002385895,0.049392043,0.049392043,MARCKS/WNT7B/DLX3/WNT5A/HOXB9/SOX11/SULF1/PLK4/RIPPLY3/NKX2-5/SIX4/DLX5/TFAP2A/VANGL2/TGFB2/COL1A1/COL3A1/GRHL2/E2F7/HOXC11/SOX9/SCX/HOXA11/TFAP2C/E2F8/DSP/KBTBD8/ARNT2/BMP7/VEGFA/PPP2R3A/STIL,32
