"Gene","Drug","Drug_Concept_ID","Interaction_Score","Interaction_Type","Directionality","Sources","PubMed_IDs","Program"
"LIPE","BENZYL BENZOATE","rxcui:19044",10.5863978986565,NA,NA,"TTD",NA,"Metabolic"
"LIPE","CHORIOGONADOTROPIN ALFA","rxcui:283550",1.00822837130062,NA,NA,"NCI","8496666","Metabolic"
"LIPE","ISOPROTERENOL","rxcui:6054",0.846911831892524,NA,NA,"NCI","11160373","Metabolic"
"LIPE","SODIUM BUTYRATE","ncit:C2337",0.882199824888045,NA,NA,"NCI","2794798","Metabolic"
"LIPE","COMPOUND 41 [PMID: 15026062]","iuphar.ligand:6702",10.5863978986565,"inhibitor","INHIBITORY","GuideToPharmacology",NA,"Metabolic"
"AURKB","COMPOUND 46 [PMID: 16451062]","iuphar.ligand:8355",0.290835107105949,"inhibitor","INHIBITORY","GuideToPharmacology",NA,"Proliferation"
"AURKB","GSK2334470","iuphar.ligand:8008",0.096945035701983,"inhibitor","INHIBITORY","GuideToPharmacology",NA,"Proliferation"
"AURKB","BMS-754807","iuphar.ligand:7952",0.145417553552975,NA,NA,"DTC","19778024","Proliferation"
"AURKB","MK-5108","drugbank:DB12556",0.193890071403966,NA,NA,"TTD",NA,"Proliferation"
"AURKB","BX-795","iuphar.ligand:8006",0.064630023801322,"inhibitor","INHIBITORY","GuideToPharmacology",NA,"Proliferation"
"AURKB","GSK1070916","iuphar.ligand:8358",0.96945035701983,"inhibitor; inhibitor","INHIBITORY; INHIBITORY","MyCancerGenome; GuideToPharmacology; TALC; TTD; ChEMBL",NA,"Proliferation"
"AURKB","XMD-12","iuphar.ligand:11665",0.193890071403966,"inhibitor","INHIBITORY","GuideToPharmacology",NA,"Proliferation"
"AURKB","IBCASERTIB","chembl:CHEMBL5095033",0.145417553552975,"inhibitor","INHIBITORY","ChEMBL",NA,"Proliferation"
"AURKB","COMPOUND 10 [PMID: 19402633]","iuphar.ligand:8466",0.290835107105949,"inhibitor","INHIBITORY","GuideToPharmacology",NA,"Proliferation"
"AURKB","AURORA KINASE INHIBITOR AMG 900","ncit:C82349",0.145417553552975,NA,NA,"TTD",NA,"Proliferation"
"AURKB","CHEMBL:CHEMBL379975","chembl:CHEMBL379975",0.013219777595725,NA,NA,"DTC",NA,"Proliferation"
"AURKB","WITHAFERIN A","iuphar.ligand:13097",0.096945035701983,NA,NA,"DTC","24079846","Proliferation"
"AURKB","CYC-116","chembl:CHEMBL482967",0.0179898004395432,"inhibitor","INHIBITORY","DTC; ChEMBL","20462263","Proliferation"
"AURKB","(3Z)-N,N-DIMETHYL-2-OXO-3-(4,5,6,7-TETRAHYDRO-1H-INDOL-2-YLMETHYLIDENE)-2,3-DIHYDRO-1H-INDOLE-5-SULFONAMIDE","drugbank:DB08039",0.0252900093135608,"inhibitor","INHIBITORY","GuideToPharmacology",NA,"Proliferation"
"AURKB","JNJ-7706621","iuphar.ligand:5932",0.0223719313158422,"inhibitor","INHIBITORY","DTC; GuideToPharmacology",NA,"Proliferation"
"AURKB","DASATINIB ANHYDROUS","rxcui:1546019",0.00796808512619038,NA,NA,"DTC",NA,"Proliferation"
"AURKB","BI-811283","chembl:CHEMBL3545395",1.74501064263569,"inhibitor","INHIBITORY","TTD; ChEMBL","22350019","Proliferation"
