"pathway","pval","padj","log2err","ES","NES","size","leadingEdge"
"HALLMARK_COMPLEMENT",0.248837209302326,0.323544051767048,0.132147260608774,0.258789289627217,1.08832758588032,200,"MMP13;FN1;MMP14;SRC;PLA2G7;GMFB;CP;MMP12;GNAI3;CA2;HSPA5;PHEX;OLR1;PCSK9;CDK5R1;LAMP2;PLAUR;KIF2A;GPD2;RABIF;PDP1;CASP3;CTSV;KYNU;CTSD;S100A9;GNB4;SERPINA1;MMP8;XPNPEP1;HPCAL4;DYRK2;CASP5;RASGRP1;SERPINE1;ADAM9;DOCK10;PPP4C;CTSB;PRSS3;BRPF3;DGKH;VCPIP1;TIMP1;LYN"
"HALLMARK_DNA_REPAIR",0.255079006772009,0.323544051767048,0.128142916898415,0.269971068693885,1.08384760952676,149,"ZWINT;RAD51;PCNA;FEN1;SEC61A1;HPRT1;RFC4;RFC3;TMED2;ARL6IP1;NME1;NUDT21;MPC2;NCBP2;CANT1;TYMS;RFC5;POLD1;PDE6G;LIG1;RALA;NT5C3A;CSTF3;NELFCD;CMPK2;RPA3;POLH;RFC2;TAF13;RAE1;POLB;GTF2H3;POLR2D;ALYREF;ITPA;POLA1;ELL;RRM2B;SUPT5H;POLR2H;BOLA2;UMPS"
"HALLMARK_IL6_JAK_STAT3_SIGNALING",0.258620689655172,0.323544051767048,0.115734447701689,-0.303223625175192,-1.10270397666521,87,"CD36;ACVRL1;SOCS3;TNFRSF1B;CNTFR;IL3RA;IL6ST;PLA2G2A;JUN;CSF1;IL15RA;LEPR;IL6;A2M;MAP3K8;CRLF2;EBI3;PIM1"
"HALLMARK_INTERFERON_GAMMA_RESPONSE",0.261862917398946,0.323544051767048,0.109250039480711,-0.263165933340762,-1.07555981532669,199,"SOCS3;TXNIP;FGL2;SELP;SERPING1;VAMP5;ST3GAL5;ARID5B;IRF4;STAT4;SSPN;BANK1;CD40;IFITM2;IL15RA;PSME1;CDKN1A;EIF4E3;APOL6;IFITM3;IL6;GBP4;SLC25A28;SAMHD1;IFI35;CCL2;PSMB9;P2RY14;C1R;NOD1;IL15;KLRK1;PIM1;CFH;TNFAIP2;PML;NFKBIA;TRIM21;RNF31;XAF1;DHX58;CD38;IRF8;RIPK1;SP110;UBE2L6;GZMA;IL18BP;PSMB8;BATF2;ISOC1;LGALS3BP;CMKLR1;MT2A;TNFSF10;HLA-DMA;LATS2;LYSMD2;LAP3;SAMD9L;IRF9;C1S;SRI;CSF2RB;CASP4;XCL1;HLA-G;IL7;IFI27;CD69"
"HALLMARK_UV_RESPONSE_UP",0.26530612244898,0.323544051767048,0.12563992130984,0.265804113089316,1.08043927550168,158,"MMP14;CCNE1;GGH;FEN1;E2F5;TARS1;HSPA13;NPTX2;RPN1;CA2;PPAT;RFC4;PPIF;TUBA4A;PPP1R2;YKT6;FKBP4;AMD1;STIP1;CHRNA5;CASP3;CTSV;NUP58;EPCAM;POLE3;NKX2-5;RAB27A;LHX2;BAK1;AGO2;GAL;PTPRD;RASGRP1;CDK2;HNRNPU;DDX21;H2AX;CCK;EIF2S3;MARK2;LYN;HMOX1;CDC5L;GLS;BCL2L11;GCH1;MAPK8IP2;PRPF3;POLR2H;ENO2;TFRC;CLCN2;BTG3"
"HALLMARK_ANGIOGENESIS",0.323711340206186,0.385370643102602,0.105920292736253,0.340950434375669,1.0787906556295,36,"SPP1;POSTN;VEGFA;APP;ITGAV;OLR1;VAV2;COL5A2;COL3A1;VCAN;TNFRSF21;TIMP1"
"HALLMARK_CHOLESTEROL_HOMEOSTASIS",0.331481481481481,0.385443583118002,0.0978773277424561,-0.297746611768421,-1.05856776226709,74,"PPARG;LPL;GSTM2;SEMA3B;TM7SF2;ATF3;ACSS2;ECH1;LGALS3;ALDOC;ADH4;ANTXR2;SCD;NIBAN1;CLU;AVPR1A;GNAI1"
"HALLMARK_KRAS_SIGNALING_DN",0.358288770053476,0.407146329606223,0.0911073131586733,-0.253559886936665,-1.03230604601342,197,"ADRA2C;ZBTB16;BTG2;CPB1;CNTFR;ITIH3;SYNPO;COQ8A;SLC16A7;NRIP2;PDK2;MTHFR;SLC25A23;ACTC1;PNMT;YBX2;ARPP21;GAMT;PRKN;RGS11;THRB;ABCB11;CCDC106;KCNMB1;COPZ2;SIDT1;ARHGDIG;PTGFR;EDN1;PKP1;LFNG;SNN;OXT;FGF22;P2RX6;CACNA1F;MYOT;SELENOP;GP2;PDE6B;KRT15;IGFBP2;ATP6V1B1;MYO15A;IDUA;NR4A2;NTF3;FGF16;CPA2;KRT1;THNSL2;EPHA5;PRODH"
"HALLMARK_INTERFERON_ALPHA_RESPONSE",0.375,0.416666666666667,0.0911073131586733,-0.278833807253884,-1.03678853373679,97,"TXNIP;PROCR;TMEM140;LPAR6;CSF1;IFITM2;PSME1;UBA7;IFITM1;IFITM3;GBP4;SLC25A28;IFI35;PSMB9;IL15;TRIM21;RNF31;DHX58;SP110;UBE2L6;PSMB8;BATF2;CCRL2;LGALS3BP;GBP2;LAP3;SAMD9L;IRF9;C1S;IL7;IFI27;TDRD7"
"HALLMARK_PANCREAS_BETA_CELLS",0.471287128712871,0.512268618166164,0.0817515582532145,0.307872880854036,1.00025478501789,39,"SRP9;PAX6;SYT13;VDR;SRPRB;NKX2-2"
"HALLMARK_WNT_BETA_CATENIN_SIGNALING",0.500970873786408,0.532947738070647,0.0774767547848578,-0.297869081197874,-0.967113758452976,42,"NOTCH4;MYC;FRAT1;JAG2;KAT2A;GNAI1;HDAC5;CCND2"
"HALLMARK_TGF_BETA_SIGNALING",0.556420233463035,0.579604409857328,0.0721797965581253,-0.278989870626231,-0.937044681955352,54,"PPP1R15A;SPTBN1;ENG;ID1;JUNB;CDKN1C;SMAD3;CDK9;BMP2;BCAR3;SMAD6;HIPK2;ID3"
"HALLMARK_NOTCH_SIGNALING",0.812741312741313,0.829327870144197,0.0535669384770951,-0.254766837949564,-0.78736213821883,32,"ARRB1;DTX1;KAT2A;LFNG;SKP1;FZD5"
"HALLMARK_HEDGEHOG_SIGNALING",0.856866537717602,0.856866537717602,0.051218434854034,-0.243591636016766,-0.773388321315461,36,"ETS2;CNTFR;GLI1;DPYSL2;PML;VLDLR;SLIT1;HEY2;TLE1;PTCH1;CRMP1;ACHE;RTN1;AMOT"
