"pathway","pval","padj","log2err","ES","NES","size","leadingEdge"
"HALLMARK_XENOBIOTIC_METABOLISM",1.46041091680616e-05,6.08504548669233e-05,0.593325476396405,-0.42196860802952,-1.72757710255828,200,"ATOH8;F10;MAOA;ALDH2;CD36;PDK4;CDO1;RBP4;CES1;HACL1;AOX1;ADH1C;GABARAPL1;ETS2;ABCD2;CAT;PEMT;PINK1;ACOX2;EPHX1;CYB5A;EPHA2;ESR1;NDRG2;ECH1;IGF1;VTN;PC;ABHD6;IGFBP4;TAT;FAH;AKR1C3;ADH5;PTGDS;AKR1C2;SERTAD1;HSD11B1;FBLN1;ALDH3A1;CYP2E1;PTGES;ARG2;RETSAT;LCAT;CSAD;SERPINA6;GSTM4;MPP2;FBP1;PROS1;CYP17A1;DDAH2;ETFDH;ARG1;BLVRB;NINJ1;ITIH1;FMO3;TMEM176B;GSTT2;IL1R1;IRF8;DCXR;TKFC;MAN1A1;PTGR1;UPB1;NQO1;AP4B1;SLC12A4;MTHFD1;DHRS1;TTPA;NMT1;TNFRSF1A;CYP1A1"
"HALLMARK_MYC_TARGETS_V2",2.04211001370793e-05,7.85426928349205e-05,0.575610261071129,0.562495503645836,1.98059558369884,58,"PLK1;MCM4;CBX3;PLK4;HSPD1;SORD;TBRG4;NIP7;WDR43;TFB2M;TMEM97;NOP2;BYSL;HSPE1;AIMP2;PRMT3;MCM5;DCTPP1;NOP56;FARSA;PPAN;NOLC1;SLC29A2;RRP12;DDX18;UNG;GNL3;PES1;TCOF1;PUS1;IPO4;NPM1;CDK4;PPRC1;SUPV3L1;GRWD1;MPHOSPH10"
"HALLMARK_PROTEIN_SECRETION",2.49910220605239e-05,8.92536502161566e-05,0.575610261071129,0.480883624956153,1.83350354891622,96,"TPD52;COPB2;SEC24D;TMED2;RAB22A;LAMP2;YKT6;ARFGAP3;STAM;LMAN1;ATP1A1;ANP32E;SCAMP1;ARFGEF2;ARF1;CLCN3;ATP7A;M6PR;ADAM10;AP3B1;CLTC;SCAMP3;ARFGEF1;SEC31A;TMX1;COPB1;RAB14;TOM1L1;ARFIP1;DNM1L;ZW10;ARCN1;VAMP7;USO1;SEC22B;AP1G1;IGF2R;TMED10;RAB2A;GNAS;AP2S1;AP2M1;VPS45;SGMS1;OCRL;COG2;VPS4B;NAPG;MAPK1;YIPF6;GBF1"
"HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION",9.19825539668469e-05,0.000306608513222823,0.538434096309916,0.38296626952531,1.61054870619436,200,"CDH11;COL11A1;BGN;GREM1;MMP1;SPP1;INHBA;FN1;SDC1;MATN3;MMP14;POSTN;FBN2;CDH2;CADM1;COMP;SERPINE2;PFN2;LRRC15;VEGFA;RGS4;CTHRC1;ADAM12;ITGAV;MMP3;MXRA5;CAPG;CXCL8;TNC;COL1A1;EDIL3;COPA;PLAUR;COL5A1;CALU;P3H1;COL8A2;PLOD1;THBS2;CD44;SNTB1;WNT5A;SNAI2;ITGA2;COL12A1;LOXL2;COL5A2;SERPINH1;FAP;SCG2;APLP1;DKK1;THY1;COL3A1;COLGALT1;SERPINE1;VCAN;QSOX1;ITGB1;BMP1;PLOD2"
"HALLMARK_TNFA_SIGNALING_VIA_NFKB",0.000166846481257152,0.000521395253928601,0.518848077743792,-0.392832323874904,-1.60829055753732,200,"KLF4;FOSB;G0S2;KLF2;PPP1R15A;FOS;PER1;MAFF;ZFP36;EGR1;BTG2;SOCS3;EIF1;ETS2;NR4A1;ATF3;TRIP10;F3;IL6ST;PTGER4;MYC;PLPP3;CEBPD;JUNB;NR4A3;STAT5A;SMAD3;KLF9;DUSP1;JUN;CCN1;CXCL2;CSF1;TNIP1;IL15RA;IER2;CDKN1A;RHOB;CFLAR;IL6;CCNL1;ACKR3;IRS2;EGR3;TIPARP;CCL4;KLF6;GADD45A;CCL2;MAP3K8;BMP2;EDN1;NFIL3;SNN;BCL6;NINJ1;RELA;TNFAIP2;AREG;NFKBIA"
"HALLMARK_BILE_ACID_METABOLISM",0.000216404829785749,0.000601124527182636,0.518848077743792,-0.445675813107132,-1.68707459094912,111,"LIPE;ABCA6;ABCA9;ABCA8;HACL1;MLYCD;ABCD2;CAT;ALDH1A1;PEX11A;RXRG;PECR;HSD17B11;EPHX2;SLC27A5;SOAT2;ACSL5;CYP46A1;NR3C2;GSTK1;AGXT;ACSL1;BMP6;RXRA;RETSAT;SERPINA6;PEX19;PEX11G;BCAR3;HSD17B4;SLC29A1;ABCA5;CH25H;PEX16;ABCA2;SLCO1A2;EFHC1;HSD3B7;PAOX;PXMP2;OPTN;ISOC1"
"HALLMARK_UV_RESPONSE_DN",0.000206413610491499,0.000601124527182636,0.518848077743792,-0.421926013539798,-1.63445141475768,142,"PPARG;RBPMS;TGFBR3;CAV1;GRK5;TGFBR2;NR3C1;MGLL;DLC1;CDON;MGMT;SYNE1;CITED2;MAP2K5;ID1;PRKAR2B;F3;MYC;PLPP3;CELF2;MAGI2;FBLN5;DMAC2L;SMAD3;MT1E;DUSP1;TFPI;CCN1;PMP22;APBB2;PTPRM;EFEMP1;RXRA;FYN;MRPS31;DBP;IGFBP5;NFIB;PTPN21;PTGFR;ATP2B4;PEX14;PDGFRB;LAMC1;LPAR1"
"HALLMARK_SPERMATOGENESIS",0.000633623501947808,0.0016674302682837,0.477270815362862,0.401476859405344,1.58387441356623,131,"NEK2;BUB1;AURKA;TTK;CCNB2;NCAPH;CDK1;KIF2C;EZH2;PCSK1N;CDKN3;RFC4;GRM8;STRBP;DBF4;TOPBP1;CNIH2;CAMK4;CCNA1;RPL39L;CLGN;COIL;GMCL1;OAZ3;CHFR;SNAP91;MAP7;IDE"
"HALLMARK_PI3K_AKT_MTOR_SIGNALING",0.0023326307347421,0.00583157683685526,0.431707695803346,0.407936764833284,1.570585815608,104,"CALR;CDK1;SLC2A1;CXCR4;ACTR3;ACTR2;E2F1;TRIB3;RPS6KA1;CAMK4;SLA;ARF1;TRAF2;MAP3K7;TIAM1;MYD88;PDK1;RIT1;CFL1;CLTC;PAK4;HSP90B1;CDK2;EIF4E;GSK3B;CAB39;DAPP1;PIK3R3;STAT2;MAPK8;RAC1;SFN;NCK1;AP2M1;PRKAA2"
"HALLMARK_HEME_METABOLISM",0.00496354506333249,0.0118179644365059,0.407017918923954,-0.34681632405919,-1.41325984226405,198,"ALDH1L1;TNS1;EPB42;HBB;GYPC;TAL1;HBD;DMTN;ACKR1;LMO2;EZH1;BTG2;NR3C1;CAT;MARCHF2;SIDT2;ALDH6A1;ADD1;KHNYN;PC;UROD;SLC66A2;HEBP1;BCAM;GYPE;KAT2B;C3;CCDC28A;CLIC2;EPOR;HAGH;ALAD;ABCG2;PPP2R5B;RBM5;SNCA;ALAS2;ENDOD1;GATA1;HBZ;SELENBP1;CROCCP2;SEC14L1;BLVRB;ANK1"
"HALLMARK_COAGULATION",0.0069109873851583,0.0157067895117234,0.407017918923954,-0.367783672215795,-1.41969773789708,138,"CFD;GSN;F10;RAPGEF3;VWF;ANG;MAFF;PECAM1;F8;ANXA1;THBD;MASP2;ISCU;F3;ACOX2;TFPI2;RGN;SERPING1;DUSP14;TF;TIMP3;DUSP6;CSRP1;LRP1;CLU;CPQ;C3;FYN;PROS1;A2M;C1R;CASP9;SIRT2;CFH;HTRA1;GNG12;ITIH1;C1QA;PDGFB;CRIP2;HMGCS2;CTSH"
"HALLMARK_APOPTOSIS",0.0154213193355837,0.0335246072512689,0.380730400722792,-0.340186941000141,-1.35143058824617,160,"GSN;IGFBP6;GPX3;GSTM1;TGFBR3;CAV1;GPX4;BTG2;TXNIP;MGMT;ANXA1;ATF3;EMP1;LGALS3;ADD1;JUN;BCL2L2;TIMP3;LMNA;HGF;CDKN1A;DCN;RHOB;CLU;GPX1;CFLAR;AVPR1A;SPTAN1;IFITM3;IL6;RETSAT;PPP2R5B;EGR3;GADD45A;CCND2;BMP2;CASP9"
"HALLMARK_IL2_STAT5_SIGNALING",0.0184848605172424,0.0385101260775883,0.352487857583619,-0.321796736266625,-1.31518405075439,199,"ITIH5;PLPP1;SHE;AHNAK;MAFF;SH3BGRL2;GPX4;SOCS2;BCL2;TNFRSF8;TNFRSF1B;DHRS3;GABARAPL1;FGL2;CAPN3;FLT3LG;IL3RA;EMP1;SELP;CD81;MYC;MYO1C;CDKN1C;SERPINB6;SCN9A;PTH1R;RNH1;FAH;IRF4;CSF1;PTGER2;RHOB;ABCB1;IFITM3;MAP6;EEF1AKMT1;GBP4;KLF6;CCND2;MAP3K8;BMP2;GATA1;PENK;NFIL3"
"HALLMARK_ESTROGEN_RESPONSE_EARLY",0.0196678671134674,0.0393357342269347,0.352487857583619,-0.319443779917948,-1.3055675123836,199,"KLF4;PLAAT3;FOS;MAST4;BCL2;DLC1;DHRS3;SEMA3B;GFRA1;ABLIM1;HSPB8;ITPK1;CXCL12;PEX11A;BAG1;IL6ST;MYC;KCNK15;TFF1;WFS1;CBFA2T3;RPS6KA2;IGFBP4;SYBU;SH3BP5;OLFM1;INHBB;SLC7A2;PGR;AFF1;NPY1R;TFF3;PTGES;MAPT;CCN5;ADCY9;PDLIM3;EGR3;TIPARP;ENDOD1;CALB2;BLVRB;SCARB1;NXT1;AREG;SLC24A3;ADCY1;FASN;STC2;KRT15;CHPT1;GAB2;SYNGR1;RARA;CCND1;OLFML3;KLF10;CYP26B1;TSKU;XBP1;ADD3;ELOVL5;IGF1R;AKAP1;SLC22A5;THSD4;NADSYN1;FCMR;NAV2;MYB;TUBB2B"
"HALLMARK_P53_PATHWAY",0.0236835302520156,0.0455452504846454,0.352487857583619,-0.311698824135453,-1.27612277601721,200,"KLF4;CEBPA;ZBTB16;PPP1R15A;FOS;BTG2;MXD4;TXNIP;PROCR;CTSF;ATF3;IRAG2;ISCU;BLCAP;COQ8A;EPHX1;EPHA2;CD81;PLK3;PHLDA3;STOM;PITPNC1;JUN;SESN1;RRAD;JAG2;INHBB;SERTAD3;TCN2;H2AJ;CDKN1A;PRKAB1;RALGDS;AK1;RXRA;XPC;RETSAT;TSPYL2;CGRRF1;RACK1;RPS27L;GADD45A;CCND2;DDB2;BMP2"
"HALLMARK_ALLOGRAFT_REJECTION",0.072093023255814,0.133505598621878,0.257206466468838,0.292503018601448,1.23010926980704,200,"MMP9;INHBA;CCL11;CDKN2A;IL11;CD80;TPD52;HIF1A;TGFB2;SOCS5;CAPG;MRPL3;STAT1;GALNT1;ABCE1;ABI1;NME1;ST8SIA4;IL12B;LY86;TRAF2;MAP3K7;ITGB2;BCAT1;LIF;GCNT1;RIPK2;UBE2D1;THY1;TLR2;GLMN;TLR6;IL18;TIMP1;LYN;HLA-DQA1;F2R;ICOSLG;EIF5A;GPR65;FYB1;CCR5;EREG;CSK;CXCL9;BRCA1;RPL3L;PTPRC;EIF3J;TAPBP;NCK1;EIF3A;CD47;IGSF6;AARS1;CXCL13;CD86;CCR1;PTPN6"
"HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY",0.0751445086705202,0.134186622625929,0.227987202850442,-0.407312786415549,-1.3555103648984,49,"GPX3;GPX4;HHEX;CAT;MGST1;MSRA;JUNB;FES;PDLIM1;LSP1;MBP"
"HALLMARK_APICAL_JUNCTION",0.131118881118881,0.218531468531469,0.160801401070022,-0.281972870102339,-1.15442206994072,200,"CLDN5;VWF;ADAMTS5;CD34;MYL9;HADH;ICAM2;PECAM1;RRAS;TSPAN4;ARHGEF6;MAP3K20;LIMA1;ITGA9;MAPK11;CD209;SORBS3;NHERF4;CADM3;ACTG2;ACTC1;SLIT2;CLDN11;GAMT;CLDN19;GNAI2;NEGR1;PARVA;EPB41L2;GNAI1;CX3CL1;AMIGO1;FLNC;LAMA3;CALB2;JAM3;ZYX;CADM2;SGCE;CLDN15;CDH6;TMEM8B"
"HALLMARK_ESTROGEN_RESPONSE_LATE",0.12933025404157,0.218531468531469,0.188204146308491,0.273786531648,1.1528222127845,199,"SLC7A5;CDC20;TOP2A;CDC6;KIF20A;STIL;NMU;OPN3;DHCR7;DLG5;IDH2;GINS2;GALE;CA2;ST14;LSR;HPRT1;PPIF;KCNK5;PLK4;LLGL2;FKBP4;RAB31;PLAC1;FARP1;SORD;CD44;TH;PERP;FRK;S100A9;CCNA1;MAPK13;GFUS;SERPINA1;TIAM1;PKP3;GJB3;GAL;TSPAN13;RNASEH2A;TFAP2C;PRLR;MDK"
"HALLMARK_INFLAMMATORY_RESPONSE",0.13953488372093,0.225056264066016,0.181383128498408,0.270605054576147,1.1380182935627,200,"CLEC5A;ITGB8;INHBA;MMP14;HIF1A;GNAI3;CXCL10;RGS1;CCL20;CXCL11;OLR1;CXCL8;TNFRSF9;SLC7A1;SLC31A1;ADORA2B;ROS1;PLAUR;OSM;NOD2;LAMP3;ABI1;MSR1;NDP;IL12B;ATP2C1;OSMR;SEMA4D;LIF;MXD1;SLC11A2;RIPK2;SGMS2;RASGRP1;SERPINE1;TLR2;SPHK1;CD82;IL18;IL1A;TNFSF15;PVR;TIMP1;ATP2A2;LYN;IL7R;GCH1;ICOSLG;EREG;EIF2AK2;SLC1A2;CXCL9;TPBG;OPRK1"
"HALLMARK_KRAS_SIGNALING_UP",0.148601398601399,0.232189685314685,0.150169802128406,-0.279410718593883,-1.14393239323239,200,"KLF4;G0S2;CIDEA;ALDH1A2;GNG11;GYPC;PPP1R15A;RBP4;PECAM1;AKAP12;TNFRSF1B;SEMA3B;TSPAN7;ENG;RELN;SCN1B;APOD;EMP1;SPRY2;ADGRL4;FLT4;TMEM100;SPARCL1;CDADC1;IL33;IGF2;ADGRA2;PLVAP;CAB39L;TFPI;MTMR10;DUSP6;HSD11B1;ABCB1;DNMBP;TMEM176A;PIGR;CCND2;MMD;BMP2"
"HALLMARK_ANDROGEN_RESPONSE",0.153347732181425,0.232345048759736,0.165656695205483,0.306812972800226,1.17675414967107,101,"CENPN;TPD52;HMGCS1;SEC24D;GNAI3;ITGAV;B4GALT1;ABCC4;ANKH;HMGCR;LMAN1;SORD;ACTN1;SMS;UAP1;IDI1;MAP7;ACSL3;GSR;H1-0;XRCC5;KRT19;PGM3;RRP12;ZBTB10;ABHD2;BMPR1B;DHCR24;ELL2;NDRG1;SLC26A2;PIAS1;ZMIZ1;XRCC6;ELK4;AKT1;KRT8;HERC3"
"HALLMARK_HYPOXIA",0.162587412587413,0.23909913615796,0.142901149386948,-0.276743216444453,-1.1330114016072,200,"PYGM;GPC3;CAV1;CAVIN1;PPP1R15A;FOS;MAFF;ZFP36;AKAP12;BCL2;NR3C1;PCK1;SRPX;CITED2;ATF3;F3;STBD1;CAVIN3;CDKN1C;MT1E;DUSP1;JUN;SLC25A1;ALDOC;CCN1;CDKN1A;DCN;CCN5;NEDD4L;IL6;ACKR3;IRS2;TIPARP;FBP1;KLF6;UGP2;TPST2;GCK;SELENBP1;PKP1;NFIL3;SCARB1;PPP1R3C;LALBA;S100A4"
"HALLMARK_PEROXISOME",0.193973634651601,0.27710519235943,0.135002033828631,-0.304914335774135,-1.13632639667925,104,"DHRS3;FIS1;MLYCD;ABCD2;HMGCL;CAT;ALDH1A1;PEX11A;RXRG;STS;ECH1;HSD17B11;EPHX2;ECI2;ACSL5;SLC25A4;ITGB1BP1;GSTK1;ALB;ABCB1;ACSL1;RETSAT;SERPINA6"
"HALLMARK_APICAL_SURFACE",0.228406909788868,0.317231819151205,0.124434168630393,-0.357256975019756,-1.16830680504594,44,"SLC2A4;SLC22A12;SCUBE1;SRPX;MAL;GSTM3;CX3CL1;GAS1;FLOT2;TMEM8B;CD160;RTN4RL1;ADIPOR2;MDGA1;HSPB1"
